Version     :: 0.0.11.5
DateTime    :: 11/7/2023 04:12:41 PM
RegExType   :: Debuff :: Shadow Mantle
RegExString :: \((?<time>\d*\:\d*\:\d*)\)\W*(?<target>.*) [areis]+ (?<type>surround)ed by a (?<source>.*)[\.!]

Time     : Value_Type : Source                    : Target                    : Ability                   : Event_type   : Event_detail : Value 
16:15:50 : surround   : divine shield             : eka                       :                           :              :              :       
16:15:54 : surround   : protective shield         : XYxd                      :                           :              :              :       
16:16:07 : surround   : protective shield         : Sniper                    :                           :              :              :       
16:16:07 : surround   : protective shield         : lover                     :                           :              :              :       
16:16:08 : surround   : black mantle              : Yixim                     :                           :              :              :       
16:16:10 : surround   : black mantle              : AlbiThere                 :                           :              :              :       
16:16:13 : surround   : black mantle              : KooP                      :                           :              :              :       
16:16:14 : surround   : protective shield         : Tupac                     :                           :              :              :       
16:16:14 : surround   : protective shield         : Sniper                    :                           :              :              :       
16:16:16 : surround   : black mantle              : ICBC                      :                           :              :              :       
16:16:17 : surround   : black mantle              : Hwsz                      :                           :              :              :       
16:16:19 : surround   : black mantle              : Libai                     :                           :              :              :       
16:16:21 : surround   : protective shield         : Sniper                    :                           :              :              :       
16:16:24 : surround   : black mantle              : FYasz                     :                           :              :              :       
16:16:26 : surround   : black mantle              : Ims                       :                           :              :              :       
16:16:28 : surround   : black mantle              : Ims                       :                           :              :              :       
16:16:29 : surround   : black mantle              : TPPB                      :                           :              :              :       
16:16:30 : surround   : black mantle              : hao                       :                           :              :              :       
16:16:32 : surround   : protective shield         : lover                     :                           :              :              :       
16:16:33 : surround   : protective shield         : Sniper                    :                           :              :              :       
16:16:33 : surround   : black mantle              : PBAOE                     :                           :              :              :       
16:16:33 : surround   : protective shield         : Sniper                    :                           :              :              :       
16:16:33 : surround   : black mantle              : hao                       :                           :              :              :       
16:16:34 : surround   : protective shield         : lover                     :                           :              :              :       
16:16:34 : surround   : protective shield         : Sniper                    :                           :              :              :       
16:16:34 : surround   : protective shield         : lover                     :                           :              :              :       
16:16:34 : surround   : mystic shield             : YOU                       :                           :              :              :       
16:16:35 : surround   : protective shield         : Sniper                    :                           :              :              :       
16:16:35 : surround   : protective shield         : Miha                      :                           :              :              :       
16:17:01 : surround   : divine shield             : paul                      :                           :              :              :       
16:17:03 : surround   : protective shield         : MyMan                     :                           :              :              :       
16:17:03 : surround   : black mantle              : paul                      :                           :              :              :       
16:17:07 : surround   : black mantle              : Roka                      :                           :              :              :       
16:17:08 : surround   : black mantle              : iThallia                  :                           :              :              :       
16:17:09 : surround   : protective shield         : MyMan                     :                           :              :              :       
16:17:10 : surround   : black mantle              : LeiBruc                   :                           :              :              :       
16:17:13 : surround   : black mantle              : LeiBruc                   :                           :              :              :       
16:17:16 : surround   : black mantle              : LeiBruc                   :                           :              :              :       
16:17:27 : surround   : protective shield         : Habanero                  :                           :              :              :       
16:17:30 : surround   : black mantle              : Luke                      :                           :              :              :       
16:17:34 : surround   : black mantle              : YOU                       :                           :              :              :       
16:17:36 : surround   : black mantle              : Que                       :                           :              :              :       
16:17:38 : surround   : black mantle              : Que                       :                           :              :              :       
16:17:39 : surround   : black mantle              : LeiBruc                   :                           :              :              :       
16:17:46 : surround   : protective shield         : lover                     :                           :              :              :       
16:17:46 : surround   : protective shield         : Miha                      :                           :              :              :       
16:17:48 : surround   : protective shield         : Sniper                    :                           :              :              :       
16:17:51 : surround   : black mantle              : Elwl                      :                           :              :              :       
16:17:53 : surround   : black mantle              : SYgzs                     :                           :              :              :       
16:17:57 : surround   : black mantle              : TFst                      :                           :              :              :       
16:17:58 : surround   : divine shield             : Gengar                    :                           :              :              :       
16:17:58 : surround   : divine shield             : TrumpRussia               :                           :              :              :       
16:17:58 : surround   : protective shield         : TrumpRussia               :                           :              :              :       
16:17:58 : surround   : divine shield             : mouthy                    :                           :              :              :       
16:17:58 : surround   : divine shield             : Jimbo                     :                           :              :              :       
16:17:58 : surround   : divine shield             : Fzoul                     :                           :              :              :       
16:17:59 : surround   : black mantle              : NnAF                      :                           :              :              :       
16:17:59 : surround   : divine shield             : Ponchs                    :                           :              :              :       
16:18:03 : surround   : divine shield             : Mephistopheles            :                           :              :              :       
16:18:03 : surround   : protective shield         : Mephistopheles            :                           :              :              :       
16:18:03 : surround   : black mantle              : sudo                      :                           :              :              :       
16:18:04 : surround   : divine shield             : TrumpRussia               :                           :              :              :       
16:18:04 : surround   : protective shield         : TrumpRussia               :                           :              :              :       
16:18:04 : surround   : divine shield             : LadyZoom                  :                           :              :              :       
16:18:05 : surround   : black mantle              : Gengar                    :                           :              :              :       
16:18:06 : surround   : protective shield         : Sniper                    :                           :              :              :       
16:18:15 : surround   : protective shield         : Sniper                    :                           :              :              :       
16:18:16 : surround   : protective shield         : lover                     :                           :              :              :       
16:18:16 : surround   : black mantle              : Libai                     :                           :              :              :       
16:18:18 : surround   : protective shield         : Sniper                    :                           :              :              :       
16:18:19 : surround   : black mantle              : TFst                      :                           :              :              :       
16:18:26 : surround   : black mantle              : FYasz                     :                           :              :              :       
16:18:29 : surround   : black mantle              : Jon                       :                           :              :              :       
16:18:29 : surround   : protective shield         : Sniper                    :                           :              :              :       
16:18:31 : surround   : black mantle              : XFzj                      :                           :              :              :       
16:18:32 : surround   : protective shield         : lover                     :                           :              :              :       
16:18:33 : surround   : protective shield         : Sniper                    :                           :              :              :       
16:18:33 : surround   : divine shield             : mouthy                    :                           :              :              :       
16:18:34 : surround   : protective shield         : Miha                      :                           :              :              :       
16:18:34 : surround   : protective shield         : Miha                      :                           :              :              :       
16:18:34 : surround   : protective shield         : Miha                      :                           :              :              :       
16:18:34 : surround   : divine shield             : LadyZoom                  :                           :              :              :       
16:18:34 : surround   : protective shield         : Miha                      :                           :              :              :       
16:18:34 : surround   : protective shield         : Sniper                    :                           :              :              :       
16:18:34 : surround   : protective shield         : Sniper                    :                           :              :              :       
16:18:35 : surround   : protective shield         : lover                     :                           :              :              :       
16:18:40 : surround   : mystic shield             : Wife                      :                           :              :              :       
16:18:40 : surround   : protective shield         : Wife                      :                           :              :              :       
16:18:41 : surround   : black mantle              : Jill                      :                           :              :              :       
16:18:42 : surround   : black mantle              : YOU                       :                           :              :              :       
16:18:43 : surround   : black mantle              : YOU                       :                           :              :              :       
16:18:43 : surround   : mystic shield             : Wife                      :                           :              :              :       
16:18:43 : surround   : protective shield         : Wife                      :                           :              :              :       
16:18:45 : surround   : black mantle              : Sax                       :                           :              :              :       
16:18:45 : surround   : black mantle              : Sax                       :                           :              :              :       
16:19:00 : surround   : protective shield         : Fnc                       :                           :              :              :       
16:19:03 : surround   : protective shield         : CloudA                    :                           :              :              :       
16:19:03 : surround   : black mantle              : CCJFsD                    :                           :              :              :       
16:19:04 : surround   : protective shield         : CloudA                    :                           :              :              :       
16:19:05 : surround   : black mantle              : Soda                      :                           :              :              :       
16:19:05 : surround   : protective shield         : Fnc                       :                           :              :              :       
16:19:06 : surround   : protective shield         : Fnc                       :                           :              :              :       
16:19:07 : surround   : black mantle              : CloudA                    :                           :              :              :       
16:19:11 : surround   : black mantle              : ASaz                      :                           :              :              :       
16:19:12 : surround   : black mantle              : WMW                       :                           :              :              :       
16:19:14 : surround   : black mantle              : BYMS                      :                           :              :              :       
16:19:22 : surround   : protective shield         : vVv                       :                           :              :              :       
16:19:22 : surround   : black mantle              : Relent                    :                           :              :              :       
16:19:22 : surround   : protective shield         : Jaye                      :                           :              :              :       
16:19:22 : surround   : black mantle              : Lister                    :                           :              :              :       
16:19:24 : surround   : black mantle              : Lister                    :                           :              :              :       
16:19:24 : surround   : protective shield         : vVv                       :                           :              :              :       
16:19:25 : surround   : black mantle              : Brutikus                  :                           :              :              :       
16:19:28 : surround   : black mantle              : Relent                    :                           :              :              :       
16:19:30 : surround   : black mantle              : Soda                      :                           :              :              :       
16:19:32 : surround   : black mantle              : Soda                      :                           :              :              :       
16:19:42 : surround   : protective shield         : vVv                       :                           :              :              :       
16:19:42 : surround   : black mantle              : Uhtred                    :                           :              :              :       
16:19:53 : surround   : protective shield         : vVv                       :                           :              :              :       
16:19:54 : surround   : protective shield         : Apocla                    :                           :              :              :       
16:19:54 : surround   : protective shield         : vVv                       :                           :              :              :       
16:19:55 : surround   : protective shield         : Apocla                    :                           :              :              :       
16:19:55 : surround   : black mantle              : tickles                   :                           :              :              :       
16:19:55 : surround   : black mantle              : CapDD                     :                           :              :              :       
16:19:58 : surround   : protective shield         : vVv                       :                           :              :              :       
16:19:58 : surround   : black mantle              : CapDD                     :                           :              :              :       
16:19:58 : surround   : protective shield         : Apocla                    :                           :              :              :       
16:20:00 : surround   : black mantle              : ANGLER                    :                           :              :              :       
16:20:02 : surround   : protective shield         : Apocla                    :                           :              :              :       
16:20:02 : surround   : black mantle              : tickles                   :                           :              :              :       
