Version     :: 0.0.11.5
DateTime    :: 11/7/2023 04:12:41 PM
RegExType   :: Damage :: Bleed
RegExString :: \((?<time>\d*\:\d*\:\d*)\)\W*(?<target>.*) takes? (?<value>\d*) .*(?<source>damage) from (?<type>.*)ing[\.!]

Time     : Value_Type : Source                    : Target                    : Ability                   : Event_type   : Event_detail : Value 
16:21:45 : bleed      : damage                    : tickles                   :                           :              :              : 33    
16:21:45 : bleed      : damage                    : Soda                      :                           :              :              : 19    
16:21:46 : bleed      : damage                    : Soda                      :                           :              :              : 30    
16:21:49 : bleed      : damage                    : rmrn                      :                           :              :              : 13    
16:21:50 : bleed      : damage                    : rmrn                      :                           :              :              : 43    
16:21:50 : bleed      : damage                    : rmrn                      :                           :              :              : 29    
16:21:51 : bleed      : damage                    : rmrn                      :                           :              :              : 28    
16:21:51 : bleed      : damage                    : rmrn                      :                           :              :              : 39    
16:21:52 : bleed      : damage                    : rmrn                      :                           :              :              : 28    
16:21:52 : bleed      : damage                    : rmrn                      :                           :              :              : 35    
16:21:52 : bleed      : damage                    : rmrn NBPZ TA              :                           :              :              : 22    
16:21:52 : bleed      : damage                    : rmrn NBPZ TA              :                           :              :              : 39    
16:21:52 : bleed      : damage                    : rmrn NBPZ TA              :                           :              :              : 21    
16:21:53 : bleed      : damage                    : rmrn NBPZ TA              :                           :              :              : 30    
16:21:53 : bleed      : damage                    : rmrn NBPZ TA              :                           :              :              : 14    
16:21:53 : bleed      : damage                    : rmrn NBPZ TA              :                           :              :              : 21    
16:22:08 : bleed      : damage                    : tickles                   :                           :              :              : 38    
16:22:09 : bleed      : damage                    : tickles                   :                           :              :              : 27    
16:22:19 : bleed      : damage                    : Uther                     :                           :              :              : 46    
16:22:19 : bleed      : damage                    : Uther                     :                           :              :              : 32    
16:22:20 : bleed      : damage                    : Uther                     :                           :              :              : 37    
16:22:20 : bleed      : damage                    : Uther                     :                           :              :              : 36    
16:22:20 : bleed      : damage                    : Uther                     :                           :              :              : 35    
16:22:20 : bleed      : damage                    : Uther                     :                           :              :              : 35    
16:22:21 : bleed      : damage                    : Uther                     :                           :              :              : 32    
16:22:21 : bleed      : damage                    : Uther Eats                :                           :              :              : 41    
16:22:21 : bleed      : damage                    : Uther Eats                :                           :              :              : 27    
16:22:21 : bleed      : damage                    : Uther Eats                :                           :              :              : 33    
16:22:29 : bleed      : damage                    : sdx                       :                           :              :              : 21    
16:22:29 : bleed      : damage                    : sdx                       :                           :              :              : 25    
16:22:30 : bleed      : damage                    : sdx                       :                           :              :              : 35    
16:22:30 : bleed      : damage                    : sdx                       :                           :              :              : 23    
16:22:31 : bleed      : damage                    : sdx                       :                           :              :              : 26    
16:22:31 : bleed      : damage                    : sdx                       :                           :              :              : 36    
16:22:38 : bleed      : damage                    : TOGNAAR                   :                           :              :              : 29    
16:23:03 : bleed      : damage                    : Dhampir                   :                           :              :              : 48    
16:23:21 : bleed      : damage                    : Mantle Four Deep          :                           :              :              : 21    
16:23:21 : bleed      : damage                    : Mantle Four Deep          :                           :              :              : 45    
16:23:21 : bleed      : damage                    : Mantle Four Deep          :                           :              :              : 38    
16:23:22 : bleed      : damage                    : Mantle Four Deep          :                           :              :              : 49    
16:23:22 : bleed      : damage                    : Mantle Four Deep          :                           :              :              : 23    
