Version     :: 0.0.11.5
DateTime    :: 11/7/2023 04:12:41 PM
RegExType   :: Heal :: Apos
RegExString :: \((?<time>\d*\:\d*\:\d*)\)\W*(?<source>.+)[r']+[s]? (?<ability>.+'+.+) (?<type>heal)s (?<target>.*) for (?<value>\d*) points[\.!]

Time     : Value_Type : Source                    : Target                    : Ability                   : Event_type   : Event_detail : Value 
16:21:57 : heal       : Vlad                      : Vlad                      : Relgor's Restorative Elixir :              :              : 5     
16:21:58 : heal       : Bozo                      : Bozo                      : Relgor's Restorative Elixir :              :              : 4     
16:21:58 : heal       : AIucard                   : AIucard                   : Relgor's Restorative Elixir :              :              : 4     
16:21:58 : heal       : AIucard                   : AIucard                   : Relgor's Restorative Elixir :              :              : 4     
16:21:58 : heal       : AIucard                   : AIucard                   : Relgor's Restorative Elixir :              :              : 4     
16:21:58 : heal       : Stylebane                 : Stylebane                 : Relgor's Restorative Elixir :              :              : 4     
16:21:58 : heal       : AIucard                   : AIucard                   : Relgor's Restorative Elixir :              :              : 4     
16:21:58 : heal       : Soda                      : Soda                      : Relgor's Restorative Elixir :              :              : 5     
16:21:58 : heal       : Stylebane                 : Stylebane                 : Relgor's Restorative Elixir :              :              : 4     
16:21:58 : heal       : AIucard                   : AIucard                   : Relgor's Restorative Elixir :              :              : 4     
16:21:58 : heal       : Soda                      : Soda                      : Relgor's Restorative Elixir :              :              : 5     
16:21:58 : heal       : Stylebane                 : Stylebane                 : Relgor's Restorative Elixir :              :              : 4     
16:21:58 : heal       : AIucard                   : AIucard                   : Relgor's Restorative Elixir :              :              : 4     
16:21:58 : heal       : Soda                      : Soda                      : Relgor's Restorative Elixir :              :              : 5     
16:21:58 : heal       : Stylebane                 : Stylebane                 : Relgor's Restorative Elixir :              :              : 4     
16:21:58 : heal       : AIucard                   : AIucard                   : Relgor's Restorative Elixir :              :              : 4     
16:21:58 : heal       : Soda                      : Soda                      : Relgor's Restorative Elixir :              :              : 5     
16:21:58 : heal       : Stylebane                 : Stylebane                 : Relgor's Restorative Elixir :              :              : 4     
16:21:58 : heal       : AIucard                   : AIucard                   : Relgor's Restorative Elixir :              :              : 4     
16:21:58 : heal       : Soda                      : Soda                      : Relgor's Restorative Elixir :              :              : 5     
16:21:58 : heal       : Stylebane                 : Stylebane                 : Relgor's Restorative Elixir :              :              : 4     
16:21:58 : heal       : AIucard                   : AIucard                   : Relgor's Restorative Elixir :              :              : 4     
16:21:58 : heal       : Soda                      : Soda                      : Relgor's Restorative Elixir :              :              : 5     
16:21:58 : heal       : Stylebane                 : Stylebane                 : Relgor's Restorative Elixir :              :              : 4     
16:21:58 : heal       : AIucard                   : AIucard                   : Relgor's Restorative Elixir :              :              : 4     
16:21:59 : heal       : Soda                      : Soda                      : Relgor's Restorative Elixir :              :              : 5     
16:21:59 : heal       : Stylebane                 : Stylebane                 : Relgor's Restorative Elixir :              :              : 4     
16:21:59 : heal       : AIucard                   : AIucard                   : Relgor's Restorative Elixir :              :              : 4     
16:21:59 : heal       : Soda                      : Soda                      : Relgor's Restorative Elixir :              :              : 5     
16:21:59 : heal       : Stylebane                 : Stylebane                 : Relgor's Restorative Elixir :              :              : 4     
16:21:59 : heal       : AIucard                   : AIucard                   : Relgor's Restorative Elixir :              :              : 4     
16:21:59 : heal       : Soda                      : Soda                      : Relgor's Restorative Elixir :              :              : 5     
16:21:59 : heal       : Stylebane                 : Stylebane                 : Relgor's Restorative Elixir :              :              : 4     
16:21:59 : heal       : AIucard                   : AIucard                   : Relgor's Restorative Elixir :              :              : 4     
16:21:59 : heal       : Soda                      : Soda                      : Relgor's Restorative Elixir :              :              : 5     
16:21:59 : heal       : Stylebane                 : Stylebane                 : Relgor's Restorative Elixir :              :              : 4     
16:21:59 : heal       : AIucard                   : AIucard                   : Relgor's Restorative Elixir :              :              : 4     
16:21:59 : heal       : Soda                      : Soda                      : Relgor's Restorative Elixir :              :              : 5     
16:21:59 : heal       : Stylebane                 : Stylebane                 : Relgor's Restorative Elixir :              :              : 4     
16:21:59 : heal       : AIucard                   : AIucard                   : Relgor's Restorative Elixir :              :              : 4     
16:21:59 : heal       : Soda                      : Soda                      : Relgor's Restorative Elixir :              :              : 5     
16:21:59 : heal       : Stylebane                 : Stylebane                 : Relgor's Restorative Elixir :              :              : 4     
16:21:59 : heal       : AIucard                   : AIucard                   : Relgor's Restorative Elixir :              :              : 4     
16:21:59 : heal       : Soda                      : Soda                      : Relgor's Restorative Elixir :              :              : 5     
16:21:59 : heal       : Stylebane                 : Stylebane                 : Relgor's Restorative Elixir :              :              : 4     
16:21:59 : heal       : AIucard                   : AIucard                   : Relgor's Restorative Elixir :              :              : 4     
16:21:59 : heal       : Soda                      : Soda                      : Relgor's Restorative Elixir :              :              : 5     
16:21:59 : heal       : Stylebane                 : Stylebane                 : Relgor's Restorative Elixir :              :              : 4     
16:21:59 : heal       : AIucard                   : AIucard                   : Relgor's Restorative Elixir :              :              : 4     
16:21:59 : heal       : Soda                      : Soda                      : Relgor's Restorative Elixir :              :              : 5     
16:21:59 : heal       : Stylebane                 : Stylebane                 : Relgor's Restorative Elixir :              :              : 4     
16:21:59 : heal       : AIucard                   : AIucard                   : Relgor's Restorative Elixir :              :              : 4     
16:21:59 : heal       : Soda                      : Soda                      : Relgor's Restorative Elixir :              :              : 5     
16:21:59 : heal       : Stylebane                 : Stylebane                 : Relgor's Restorative Elixir :              :              : 4     
16:21:59 : heal       : AIucard                   : AIucard                   : Relgor's Restorative Elixir :              :              : 4     
16:21:59 : heal       : Soda                      : Soda                      : Relgor's Restorative Elixir :              :              : 5     
16:21:59 : heal       : Stylebane                 : Stylebane                 : Relgor's Restorative Elixir :              :              : 4     
16:21:59 : heal       : AIucard                   : AIucard                   : Relgor's Restorative Elixir :              :              : 4     
16:21:59 : heal       : Soda                      : Soda                      : Relgor's Restorative Elixir :              :              : 5     
16:21:59 : heal       : Stylebane                 : Stylebane                 : Relgor's Restorative Elixir :              :              : 4     
16:21:59 : heal       : AIucard                   : AIucard                   : Relgor's Restorative Elixir :              :              : 4     
16:21:59 : heal       : Soda                      : Soda                      : Relgor's Restorative Elixir :              :              : 5     
16:21:59 : heal       : Stylebane                 : Stylebane                 : Relgor's Restorative Elixir :              :              : 4     
16:21:59 : heal       : AIucard                   : AIucard                   : Relgor's Restorative Elixir :              :              : 4     
16:21:59 : heal       : Soda                      : Soda                      : Relgor's Restorative Elixir :              :              : 5     
16:21:59 : heal       : Stylebane                 : Stylebane                 : Relgor's Restorative Elixir :              :              : 4     
16:21:59 : heal       : AIucard                   : AIucard                   : Relgor's Restorative Elixir :              :              : 4     
16:21:59 : heal       : Soda                      : Soda                      : Relgor's Restorative Elixir :              :              : 5     
16:21:59 : heal       : Stylebane                 : Stylebane                 : Relgor's Restorative Elixir :              :              : 4     
16:21:59 : heal       : AIucard                   : AIucard                   : Relgor's Restorative Elixir :              :              : 4     
16:21:59 : heal       : Soda                      : Soda                      : Relgor's Restorative Elixir :              :              : 5     
16:21:59 : heal       : Stylebane                 : Stylebane                 : Relgor's Restorative Elixir :              :              : 4     
16:21:59 : heal       : AIucard                   : AIucard                   : Relgor's Restorative Elixir :              :              : 4     
16:21:59 : heal       : Soda                      : Soda                      : Relgor's Restorative Elixir :              :              : 5     
16:21:59 : heal       : Stylebane                 : Stylebane                 : Relgor's Restorative Elixir :              :              : 4     
16:21:59 : heal       : AIucard                   : AIucard                   : Relgor's Restorative Elixir :              :              : 4     
16:21:59 : heal       : Soda                      : Soda                      : Relgor's Restorative Elixir :              :              : 5     
16:21:59 : heal       : Stylebane                 : Stylebane                 : Relgor's Restorative Elixir :              :              : 4     
16:21:59 : heal       : AIucard                   : AIucard                   : Relgor's Restorative Elixir :              :              : 4     
16:21:59 : heal       : Soda                      : Soda                      : Relgor's Restorative Elixir :              :              : 5     
16:21:59 : heal       : Stylebane                 : Stylebane                 : Relgor's Restorative Elixir :              :              : 4     
16:21:59 : heal       : AIucard                   : AIucard                   : Relgor's Restorative Elixir :              :              : 4     
16:21:59 : heal       : Soda                      : Soda                      : Relgor's Restorative Elixir :              :              : 5     
16:21:59 : heal       : Stylebane                 : Stylebane                 : Relgor's Restorative Elixir :              :              : 4     
16:21:59 : heal       : AIucard                   : AIucard                   : Relgor's Restorative Elixir :              :              : 4     
16:21:59 : heal       : Soda                      : Soda                      : Relgor's Restorative Elixir :              :              : 5     
16:21:59 : heal       : Stylebane                 : Stylebane                 : Relgor's Restorative Elixir :              :              : 4     
16:21:59 : heal       : Soda                      : Soda                      : Relgor's Restorative Elixir :              :              : 5     
16:21:59 : heal       : Stylebane                 : Stylebane                 : Relgor's Restorative Elixir :              :              : 4     
16:21:59 : heal       : Soda                      : Soda                      : Relgor's Restorative Elixir :              :              : 5     
16:21:59 : heal       : Stylebane                 : Stylebane                 : Relgor's Restorative Elixir :              :              : 4     
16:22:05 : heal       : BigAlbi                   : BigAlbi                   : Relgor's Restorative Elixir :              :              : 12    
16:22:05 : heal       : BigAlbi                   : BigAlbi                   : Relgor's Restorative Elixir :              :              : 31    
16:22:05 : heal       : BigAlbi                   : BigAlbi                   : Relgor's Restorative Elixir :              :              : 31    
16:22:05 : heal       : BigAlbi                   : BigAlbi                   : Relgor's Restorative Elixir :              :              : 31    
16:22:05 : heal       : BigAlbi                   : BigAlbi                   : Relgor's Restorative Elixir :              :              : 31    
16:22:05 : heal       : BigAlbi                   : BigAlbi                   : Relgor's Restorative Elixir :              :              : 31    
16:22:05 : heal       : BigAlbi                   : BigAlbi                   : Relgor's Restorative Elixir :              :              : 31    
16:22:05 : heal       : BigAlbi                   : BigAlbi                   : Relgor's Restorative Elixir :              :              : 31    
16:22:05 : heal       : BigAlbi                   : BigAlbi                   : Relgor's Restorative Elixir :              :              : 31    
16:22:05 : heal       : BigAlbi                   : BigAlbi                   : Relgor's Restorative Elixir :              :              : 31    
16:22:05 : heal       : LilDoof                   : LilDoof                   : Relgor's Restorative Elixir :              :              : 14    
16:22:05 : heal       : LilDoof                   : LilDoof                   : Relgor's Restorative Elixir :              :              : 14    
16:22:05 : heal       : LilDoof                   : LilDoof                   : Relgor's Restorative Elixir :              :              : 14    
16:22:06 : heal       : LilDoof                   : LilDoof                   : Relgor's Restorative Elixir :              :              : 14    
16:22:06 : heal       : LilDoof                   : LilDoof                   : Relgor's Restorative Elixir :              :              : 14    
16:22:06 : heal       : LilDoof                   : LilDoof                   : Relgor's Restorative Elixir :              :              : 14    
16:22:06 : heal       : LilDoof                   : LilDoof                   : Relgor's Restorative Elixir :              :              : 14    
16:22:06 : heal       : LilDoof                   : LilDoof                   : Relgor's Restorative Elixir :              :              : 14    
16:22:06 : heal       : LilDoof                   : LilDoof                   : Relgor's Restorative Elixir :              :              : 14    
16:22:06 : heal       : LilDoof                   : LilDoof                   : Relgor's Restorative Elixir :              :              : 14    
16:22:06 : heal       : LilDoof                   : LilDoof                   : Relgor's Restorative Elixir :              :              : 14    
16:22:06 : heal       : LilDoof                   : LilDoof                   : Relgor's Restorative Elixir :              :              : 14    
16:22:06 : heal       : LilDoof                   : LilDoof                   : Relgor's Restorative Elixir :              :              : 14    
16:22:06 : heal       : LilDoof                   : LilDoof                   : Relgor's Restorative Elixir :              :              : 14    
16:22:06 : heal       : LilDoof                   : LilDoof                   : Relgor's Restorative Elixir :              :              : 14    
16:22:06 : heal       : LilDoof                   : LilDoof                   : Relgor's Restorative Elixir :              :              : 14    
16:22:06 : heal       : LilDoof                   : LilDoof                   : Relgor's Restorative Elixir :              :              : 14    
16:22:06 : heal       : LilDoof                   : LilDoof                   : Relgor's Restorative Elixir :              :              : 14    
16:22:07 : heal       : LilDoof                   : LilDoof                   : Relgor's Restorative Elixir :              :              : 14    
16:22:07 : heal       : LilDoof                   : LilDoof                   : Relgor's Restorative Elixir :              :              : 14    
16:22:07 : heal       : LilDoof                   : LilDoof                   : Relgor's Restorative Elixir :              :              : 14    
16:22:07 : heal       : LilDoof                   : LilDoof                   : Relgor's Restorative Elixir :              :              : 14    
16:22:07 : heal       : LilDoof                   : LilDoof                   : Relgor's Restorative Elixir :              :              : 14    
16:22:07 : heal       : LilDoof                   : LilDoof                   : Relgor's Restorative Elixir :              :              : 14    
16:22:07 : heal       : LilDoof                   : LilDoof                   : Relgor's Restorative Elixir :              :              : 14    
16:22:07 : heal       : LilDoof                   : LilDoof                   : Relgor's Restorative Elixir :              :              : 14    
16:22:07 : heal       : LilDoof                   : LilDoof                   : Relgor's Restorative Elixir :              :              : 14    
16:22:07 : heal       : LilDoof                   : LilDoof                   : Relgor's Restorative Elixir :              :              : 14    
16:22:08 : heal       : LilDoof                   : LilDoof                   : Relgor's Restorative Elixir :              :              : 14    
16:22:08 : heal       : LilDoof                   : LilDoof                   : Relgor's Restorative Elixir :              :              : 14    
16:22:16 : heal       : CapH                      : CapH                      : Relgor's Restorative Elixir :              :              : 30    
16:22:16 : heal       : CapH                      : CapH                      : Relgor's Restorative Elixir :              :              : 30    
16:22:16 : heal       : CapH                      : CapH                      : Relgor's Restorative Elixir :              :              : 30    
16:22:16 : heal       : CapH                      : CapH                      : Relgor's Restorative Elixir :              :              : 12    
16:22:17 : heal       : CapH                      : CapH                      : Relgor's Restorative Elixir :              :              : 12    
16:22:17 : heal       : CapH                      : CapH                      : Relgor's Restorative Elixir :              :              : 12    
16:22:17 : heal       : CapH                      : CapH                      : Relgor's Restorative Elixir :              :              : 12    
16:22:17 : heal       : CapH                      : CapH                      : Relgor's Restorative Elixir :              :              : 12    
16:22:17 : heal       : CapH                      : CapH                      : Relgor's Restorative Elixir :              :              : 12    
16:22:17 : heal       : CapH                      : CapH                      : Relgor's Restorative Elixir :              :              : 12    
16:22:17 : heal       : CapH                      : CapH                      : Relgor's Restorative Elixir :              :              : 12    
16:22:17 : heal       : CapH                      : CapH                      : Relgor's Restorative Elixir :              :              : 12    
16:22:18 : heal       : CapH                      : CapH                      : Relgor's Restorative Elixir :              :              : 12    
16:22:18 : heal       : CapH                      : CapH                      : Relgor's Restorative Elixir :              :              : 12    
16:22:18 : heal       : CapH                      : CapH                      : Relgor's Restorative Elixir :              :              : 12    
16:22:18 : heal       : CapH                      : CapH                      : Relgor's Restorative Elixir :              :              : 12    
16:22:18 : heal       : CapH                      : CapH                      : Relgor's Restorative Elixir :              :              : 12    
16:22:18 : heal       : CapH                      : CapH                      : Relgor's Restorative Elixir :              :              : 12    
16:22:18 : heal       : CapH                      : CapH                      : Relgor's Restorative Elixir :              :              : 12    
16:22:18 : heal       : CapH                      : CapH                      : Relgor's Restorative Elixir :              :              : 12    
16:22:19 : heal       : CapH                      : CapH                      : Relgor's Restorative Elixir :              :              : 12    
16:22:19 : heal       : CapH                      : CapH                      : Relgor's Restorative Elixir :              :              : 12    
16:22:19 : heal       : CapH                      : CapH                      : Relgor's Restorative Elixir :              :              : 12    
16:22:19 : heal       : CapH                      : CapH                      : Relgor's Restorative Elixir :              :              : 12    
16:22:19 : heal       : CapH                      : CapH                      : Relgor's Restorative Elixir :              :              : 12    
16:22:19 : heal       : CapH                      : CapH                      : Relgor's Restorative Elixir :              :              : 12    
16:22:19 : heal       : CapH                      : CapH                      : Relgor's Restorative Elixir :              :              : 12    
16:22:19 : heal       : CapH                      : CapH                      : Relgor's Restorative Elixir :              :              : 10    
16:22:19 : heal       : CapH                      : CapH                      : Relgor's Restorative Elixir :              :              : 10    
16:22:19 : heal       : CapH                      : CapH                      : Relgor's Restorative Elixir :              :              : 10    
16:22:19 : heal       : MIKE                      : MIKE                      : Relgor's Restorative Elixir :              :              : 10    
16:22:19 : heal       : MIKE                      : MIKE                      : Relgor's Restorative Elixir :              :              : 10    
16:22:20 : heal       : MIKE                      : MIKE                      : Relgor's Restorative Elixir :              :              : 10    
16:22:20 : heal       : MIKE                      : MIKE                      : Relgor's Restorative Elixir :              :              : 10    
16:22:20 : heal       : MIKE                      : MIKE                      : Relgor's Restorative Elixir :              :              : 10    
16:22:20 : heal       : MIKE                      : MIKE                      : Relgor's Restorative Elixir :              :              : 10    
16:22:20 : heal       : MIKE                      : MIKE                      : Relgor's Restorative Elixir :              :              : 10    
16:22:20 : heal       : MIKE                      : MIKE                      : Relgor's Restorative Elixir :              :              : 10    
16:22:20 : heal       : MIKE                      : MIKE                      : Relgor's Restorative Elixir :              :              : 10    
16:22:20 : heal       : MIKE                      : MIKE                      : Relgor's Restorative Elixir :              :              : 10    
16:22:20 : heal       : MIKE                      : MIKE                      : Relgor's Restorative Elixir :              :              : 10    
16:22:20 : heal       : MIKE                      : MIKE                      : Relgor's Restorative Elixir :              :              : 10    
16:22:20 : heal       : Stylebane                 : Stylebane                 : Relgor's Restorative Elixir :              :              : 4     
16:22:20 : heal       : MIKE                      : MIKE                      : Relgor's Restorative Elixir :              :              : 10    
16:22:20 : heal       : Stylebane                 : Stylebane                 : Relgor's Restorative Elixir :              :              : 4     
16:22:20 : heal       : MIKE                      : MIKE                      : Relgor's Restorative Elixir :              :              : 10    
16:22:20 : heal       : Stylebane                 : Stylebane                 : Relgor's Restorative Elixir :              :              : 4     
16:22:20 : heal       : MIKE                      : MIKE                      : Relgor's Restorative Elixir :              :              : 10    
16:22:20 : heal       : Stylebane                 : Stylebane                 : Relgor's Restorative Elixir :              :              : 4     
16:22:20 : heal       : MIKE                      : MIKE                      : Relgor's Restorative Elixir :              :              : 10    
16:22:20 : heal       : Stylebane                 : Stylebane                 : Relgor's Restorative Elixir :              :              : 4     
16:22:20 : heal       : MIKE                      : MIKE                      : Relgor's Restorative Elixir :              :              : 10    
16:22:20 : heal       : MIKE                      : MIKE                      : Relgor's Restorative Elixir :              :              : 10    
16:22:20 : heal       : MIKE                      : MIKE                      : Relgor's Restorative Elixir :              :              : 10    
16:22:21 : heal       : MIKE                      : MIKE                      : Relgor's Restorative Elixir :              :              : 10    
16:22:21 : heal       : MIKE                      : MIKE                      : Relgor's Restorative Elixir :              :              : 10    
16:22:21 : heal       : MIKE                      : MIKE                      : Relgor's Restorative Elixir :              :              : 10    
16:22:21 : heal       : MIKE                      : MIKE                      : Relgor's Restorative Elixir :              :              : 10    
16:22:27 : heal       : ooHoo                     : ooHoo                     : Relgor's Restorative Elixir :              :              : 5     
16:22:27 : heal       : somebody                  : somebody                  : Relgor's Restorative Elixir :              :              : 5     
16:22:27 : heal       : ooHoo                     : ooHoo                     : Relgor's Restorative Elixir :              :              : 5     
16:22:27 : heal       : somebody                  : somebody                  : Relgor's Restorative Elixir :              :              : 5     
16:22:27 : heal       : ooHoo                     : ooHoo                     : Relgor's Restorative Elixir :              :              : 5     
16:22:27 : heal       : somebody                  : somebody                  : Relgor's Restorative Elixir :              :              : 5     
16:22:27 : heal       : ooHoo                     : ooHoo                     : Relgor's Restorative Elixir :              :              : 5     
16:22:27 : heal       : somebody                  : somebody                  : Relgor's Restorative Elixir :              :              : 5     
16:22:27 : heal       : somebody                  : somebody                  : Relgor's Restorative Elixir :              :              : 5     
16:22:27 : heal       : somebody                  : somebody                  : Relgor's Restorative Elixir :              :              : 5     
16:22:27 : heal       : somebody                  : somebody                  : Relgor's Restorative Elixir :              :              : 5     
16:22:27 : heal       : somebody                  : somebody                  : Relgor's Restorative Elixir :              :              : 5     
16:22:27 : heal       : Bozo                      : Bozo                      : Relgor's Restorative Elixir :              :              : 12    
16:22:27 : heal       : somebody                  : somebody                  : Relgor's Restorative Elixir :              :              : 5     
16:22:27 : heal       : Bozo                      : Bozo                      : Relgor's Restorative Elixir :              :              : 12    
16:22:27 : heal       : somebody                  : somebody                  : Relgor's Restorative Elixir :              :              : 5     
16:22:27 : heal       : Sax                       : Sax                       : Relgor's Restorative Elixir :              :              : 5     
16:22:27 : heal       : Bozo                      : Bozo                      : Relgor's Restorative Elixir :              :              : 12    
16:22:27 : heal       : somebody                  : somebody                  : Relgor's Restorative Elixir :              :              : 5     
16:22:27 : heal       : Sax                       : Sax                       : Relgor's Restorative Elixir :              :              : 5     
16:22:27 : heal       : Vlad                      : Vlad                      : Relgor's Restorative Elixir :              :              : 5     
16:22:27 : heal       : Bozo                      : Bozo                      : Relgor's Restorative Elixir :              :              : 12    
16:22:27 : heal       : somebody                  : somebody                  : Relgor's Restorative Elixir :              :              : 5     
16:22:27 : heal       : Sax                       : Sax                       : Relgor's Restorative Elixir :              :              : 5     
16:22:27 : heal       : Vlad                      : Vlad                      : Relgor's Restorative Elixir :              :              : 5     
16:22:27 : heal       : Bozo                      : Bozo                      : Relgor's Restorative Elixir :              :              : 4     
16:22:27 : heal       : somebody                  : somebody                  : Relgor's Restorative Elixir :              :              : 5     
16:22:27 : heal       : Sax                       : Sax                       : Relgor's Restorative Elixir :              :              : 5     
16:22:27 : heal       : Vlad                      : Vlad                      : Relgor's Restorative Elixir :              :              : 5     
16:22:27 : heal       : Bozo                      : Bozo                      : Relgor's Restorative Elixir :              :              : 4     
16:22:27 : heal       : somebody                  : somebody                  : Relgor's Restorative Elixir :              :              : 5     
16:22:27 : heal       : Sax                       : Sax                       : Relgor's Restorative Elixir :              :              : 5     
16:22:27 : heal       : Vlad                      : Vlad                      : Relgor's Restorative Elixir :              :              : 5     
16:22:27 : heal       : Bozo                      : Bozo                      : Relgor's Restorative Elixir :              :              : 4     
16:22:27 : heal       : somebody                  : somebody                  : Relgor's Restorative Elixir :              :              : 5     
16:22:27 : heal       : Sax                       : Sax                       : Relgor's Restorative Elixir :              :              : 5     
16:22:27 : heal       : Vlad                      : Vlad                      : Relgor's Restorative Elixir :              :              : 5     
16:22:27 : heal       : Bozo                      : Bozo                      : Relgor's Restorative Elixir :              :              : 4     
16:22:27 : heal       : somebody                  : somebody                  : Relgor's Restorative Elixir :              :              : 5     
16:22:27 : heal       : Sax                       : Sax                       : Relgor's Restorative Elixir :              :              : 5     
16:22:27 : heal       : Vlad                      : Vlad                      : Relgor's Restorative Elixir :              :              : 5     
16:22:27 : heal       : Bozo                      : Bozo                      : Relgor's Restorative Elixir :              :              : 4     
16:22:27 : heal       : somebody                  : somebody                  : Relgor's Restorative Elixir :              :              : 5     
16:22:27 : heal       : Sax                       : Sax                       : Relgor's Restorative Elixir :              :              : 5     
16:22:27 : heal       : Vlad                      : Vlad                      : Relgor's Restorative Elixir :              :              : 5     
16:22:27 : heal       : Bozo                      : Bozo                      : Relgor's Restorative Elixir :              :              : 4     
16:22:27 : heal       : Sax                       : Sax                       : Relgor's Restorative Elixir :              :              : 5     
16:22:27 : heal       : Vlad                      : Vlad                      : Relgor's Restorative Elixir :              :              : 5     
16:22:27 : heal       : Bozo                      : Bozo                      : Relgor's Restorative Elixir :              :              : 4     
16:22:27 : heal       : Sax                       : Sax                       : Relgor's Restorative Elixir :              :              : 5     
16:22:27 : heal       : Vlad                      : Vlad                      : Relgor's Restorative Elixir :              :              : 5     
16:22:27 : heal       : Bozo                      : Bozo                      : Relgor's Restorative Elixir :              :              : 4     
16:22:27 : heal       : Sax                       : Sax                       : Relgor's Restorative Elixir :              :              : 5     
16:22:27 : heal       : Vlad                      : Vlad                      : Relgor's Restorative Elixir :              :              : 5     
16:22:27 : heal       : Bozo                      : Bozo                      : Relgor's Restorative Elixir :              :              : 4     
16:22:28 : heal       : Sax                       : Sax                       : Relgor's Restorative Elixir :              :              : 5     
16:22:28 : heal       : Vlad                      : Vlad                      : Relgor's Restorative Elixir :              :              : 5     
16:22:28 : heal       : Bozo                      : Bozo                      : Relgor's Restorative Elixir :              :              : 4     
16:22:28 : heal       : Sax                       : Sax                       : Relgor's Restorative Elixir :              :              : 5     
16:22:28 : heal       : Vlad                      : Vlad                      : Relgor's Restorative Elixir :              :              : 5     
16:22:28 : heal       : Bozo                      : Bozo                      : Relgor's Restorative Elixir :              :              : 4     
16:22:28 : heal       : Sax                       : Sax                       : Relgor's Restorative Elixir :              :              : 5     
16:22:28 : heal       : Vlad                      : Vlad                      : Relgor's Restorative Elixir :              :              : 5     
16:22:28 : heal       : Bozo                      : Bozo                      : Relgor's Restorative Elixir :              :              : 4     
16:22:28 : heal       : Sax                       : Sax                       : Relgor's Restorative Elixir :              :              : 5     
16:22:28 : heal       : Bozo                      : Bozo                      : Relgor's Restorative Elixir :              :              : 4     
16:22:28 : heal       : Sax                       : Sax                       : Relgor's Restorative Elixir :              :              : 5     
16:22:28 : heal       : Bozo                      : Bozo                      : Relgor's Restorative Elixir :              :              : 4     
16:22:28 : heal       : Sax                       : Sax                       : Relgor's Restorative Elixir :              :              : 5     
16:22:28 : heal       : Bozo                      : Bozo                      : Relgor's Restorative Elixir :              :              : 4     
16:22:28 : heal       : Sax                       : Sax                       : Relgor's Restorative Elixir :              :              : 5     
16:22:28 : heal       : Bozo                      : Bozo                      : Relgor's Restorative Elixir :              :              : 4     
16:22:28 : heal       : Sax                       : Sax                       : Relgor's Restorative Elixir :              :              : 5     
16:22:28 : heal       : Bozo                      : Bozo                      : Relgor's Restorative Elixir :              :              : 4     
16:22:28 : heal       : Sax                       : Sax                       : Relgor's Restorative Elixir :              :              : 5     
16:22:28 : heal       : Bozo                      : Bozo                      : Relgor's Restorative Elixir :              :              : 4     
16:22:28 : heal       : Sax                       : Sax                       : Relgor's Restorative Elixir :              :              : 5     
16:22:28 : heal       : Bozo                      : Bozo                      : Relgor's Restorative Elixir :              :              : 4     
16:22:28 : heal       : Sax                       : Sax                       : Relgor's Restorative Elixir :              :              : 5     
16:22:28 : heal       : Bozo                      : Bozo                      : Relgor's Restorative Elixir :              :              : 4     
16:22:28 : heal       : Sax                       : Sax                       : Relgor's Restorative Elixir :              :              : 5     
16:22:29 : heal       : Bozo                      : Bozo                      : Relgor's Restorative Elixir :              :              : 4     
16:22:29 : heal       : Sax                       : Sax                       : Relgor's Restorative Elixir :              :              : 5     
16:22:29 : heal       : Bozo                      : Bozo                      : Relgor's Restorative Elixir :              :              : 4     
16:22:29 : heal       : Sax                       : Sax                       : Relgor's Restorative Elixir :              :              : 5     
16:22:29 : heal       : Bozo                      : Bozo                      : Relgor's Restorative Elixir :              :              : 4     
16:22:29 : heal       : Sax                       : Sax                       : Relgor's Restorative Elixir :              :              : 5     
16:22:29 : heal       : Bozo                      : Bozo                      : Relgor's Restorative Elixir :              :              : 4     
16:22:29 : heal       : Sax                       : Sax                       : Relgor's Restorative Elixir :              :              : 5     
16:22:29 : heal       : Bozo                      : Bozo                      : Relgor's Restorative Elixir :              :              : 4     
16:22:29 : heal       : Sax                       : Sax                       : Relgor's Restorative Elixir :              :              : 5     
16:22:29 : heal       : Bozo                      : Bozo                      : Relgor's Restorative Elixir :              :              : 4     
16:22:29 : heal       : Sax                       : Sax                       : Relgor's Restorative Elixir :              :              : 5     
16:22:29 : heal       : Sax                       : Sax                       : Relgor's Restorative Elixir :              :              : 5     
16:22:52 : heal       : sdx                       : sdx                       : Relgor's Restorative Elixir :              :              : 30    
16:22:52 : heal       : sdx                       : sdx                       : Relgor's Restorative Elixir :              :              : 30    
16:22:52 : heal       : sdx                       : sdx                       : Relgor's Restorative Elixir :              :              : 30    
16:22:52 : heal       : sdx                       : sdx                       : Relgor's Restorative Elixir :              :              : 30    
16:22:52 : heal       : sdx                       : sdx                       : Relgor's Restorative Elixir :              :              : 30    
16:22:52 : heal       : MSN                       : MSN                       : Relgor's Restorative Elixir :              :              : 27    
16:22:52 : heal       : sdx                       : sdx                       : Relgor's Restorative Elixir :              :              : 30    
16:22:52 : heal       : MSN                       : MSN                       : Relgor's Restorative Elixir :              :              : 27    
16:22:52 : heal       : sdx                       : sdx                       : Relgor's Restorative Elixir :              :              : 30    
16:22:52 : heal       : MSN                       : MSN                       : Relgor's Restorative Elixir :              :              : 27    
16:22:52 : heal       : sdx                       : sdx                       : Relgor's Restorative Elixir :              :              : 30    
16:22:52 : heal       : MSN                       : MSN                       : Relgor's Restorative Elixir :              :              : 10    
