Version     :: 0.0.11.0
DateTime    :: 11/7/2023 01:41:36 AM
RegExType   :: Power :: Execute
RegExString :: \((?<time>\d*\:\d*\:\d*)\)\W*(?<source>.*?) (?<type>execute)s? [\Wa]?(?<ability>.*)[\.!]

Time     : Value_Type : Source                    : Target                    : Ability                   : Event_type   : Event_detail : Value 
01:43:47 : execute    : You prepare to            :                           : Mark of Shame             :              :              :       
01:43:47 : execute    : You                       :                           : Mark of Shame             :              :              :       
01:43:47 : execute    : You prepare to            :                           : Smash                     :              :              :       
01:43:47 : execute    : Ninja                     :                           : Smash                     :              :              :       
01:43:47 : execute    : DRChuckIt                 :                           : Bury the Hatchet          :              :              :       
01:43:47 : execute    : You                       :                           : Smash                     :              :              :       
01:43:47 : execute    : TyypeVee                  :                           : Mark of Shame             :              :              :       
01:43:47 : execute    : You prepare to            :                           : Shield Ringer             :              :              :       
01:43:47 : execute    : Ninja                     :                           : Shield Ringer             :              :              :       
01:43:47 : execute    : CrossToBear               :                           : Shield Ringer             :              :              :       
01:43:47 : execute    : You                       :                           : Shield Ringer             :              :              :       
01:43:47 : execute    : DRChuckIt                 :                           : Hand Biter                :              :              :       
01:44:09 : execute    : HolyThug                  :                           : Chant of the Dwarves      :              :              :       
01:44:09 : execute    : HolyThug                  :                           : Circle Swing              :              :              :       
01:44:10 : execute    : HolyThug                  :                           : Fist of the Giants        :              :              :       
01:44:10 : execute    : Moony                     :                           : Hornet's Sting            :              :              :       
01:44:10 : execute    : Moony                     :                           : Kenaryn's Mark            :              :              :       
01:44:12 : execute    : CaliSent                  :                           : Circle Swing              :              :              :       
01:44:13 : execute    : Soda                      :                           : Smash                     :              :              :       
01:44:13 : execute    : CaliSent                  :                           : Shield Ringer             :              :              :       
01:44:14 : execute    : Prodriver                 :                           : Smash                     :              :              :       
01:44:14 : execute    : Soda                      :                           : Circle Swing              :              :              :       
01:44:14 : execute    : Soda                      :                           : Chant of the Dwarves      :              :              :       
01:44:16 : execute    : Moony                     :                           : Kenaryn's Mark            :              :              :       
01:44:19 : execute    : Sax                       :                           : Thurin's Rebuke           :              :              :       
01:44:25 : execute    : DRChuckIt                 :                           : Sunder                    :              :              :       
01:44:25 : execute    : Rokaw                     :                           : Kneeshot                  :              :              :       
01:44:25 : execute    : Rokaw                     :                           : Bruising Strike           :              :              :       
01:44:25 : execute    : DRChuckIt                 :                           : Northman's Fury           :              :              :       
01:44:25 : execute    : Sauce                     :                           : Spinning Block            :              :              :       
01:44:25 : execute    : You                       :                           : Shield Bash               :              :              :       
01:44:25 : execute    : You prepare to            :                           : Bruising Strike           :              :              :       
01:44:25 : execute    : Sauce                     :                           : Mark of Shame             :              :              :       
01:44:25 : execute    : Typechi                   :                           : Skinning Strike           :              :              :       
01:44:25 : execute    : DRChuckIt                 :                           : Bury the Hatchet          :              :              :       
01:44:25 : execute    : You                       :                           : Bruising Strike           :              :              :       
01:44:25 : execute    : Rokaw                     :                           : Spinning Block            :              :              :       
01:44:25 : execute    : Sasss                     :                           : Skinning Strike           :              :              :       
01:44:25 : execute    : Typechi                   :                           : Aim for the Arm           :              :              :       
01:44:25 : execute    : You prepare to            :                           : Spinning Block            :              :              :       
01:44:25 : execute    : You                       :                           : Spinning Block            :              :              :       
01:44:25 : execute    : DRChuckIt                 :                           : Hand Biter                :              :              :       
01:44:26 : execute    : Typechi                   :                           : Hand Biter                :              :              :       
01:44:26 : execute    : You prepare to            :                           : Aim for the Arm           :              :              :       
01:44:26 : execute    : Rokaw                     :                           : Aim for the Arm           :              :              :       
01:44:26 : execute    : Sasss                     :                           : Heavy Haft                :              :              :       
01:44:26 : execute    : You                       :                           : Aim for the Arm           :              :              :       
01:44:26 : execute    : You prepare to            :                           : Smash                     :              :              :       
01:44:26 : execute    : Typechi                   :                           : Shield Bash               :              :              :       
01:44:27 : execute    : You                       :                           : Smash                     :              :              :       
01:44:27 : execute    : You prepare to            :                           : Kneeshot                  :              :              :       
01:44:27 : execute    : You prepare to            :                           : Kneeshot                  :              :              :       
01:44:27 : execute    : DRChuckIt                 :                           : Skinning Strike           :              :              :       
01:44:27 : execute    : You                       :                           : Kneeshot                  :              :              :       
01:44:27 : execute    : You prepare to            :                           : Mark of Shame             :              :              :       
01:44:27 : execute    : Typechi                   :                           : Heavy Haft                :              :              :       
01:44:27 : execute    : You                       :                           : Mark of Shame             :              :              :       
01:44:27 : execute    : Rokaw                     :                           : Kneeshot                  :              :              :       
01:44:27 : execute    : Sasss                     :                           : Kneeshot                  :              :              :       
01:44:27 : execute    : Typechi                   :                           : Mark of Shame             :              :              :       
01:44:27 : execute    : You prepare to            :                           : Circle Swing              :              :              :       
01:44:27 : execute    : You                       :                           : Circle Swing              :              :              :       
01:44:28 : execute    : Rokaw                     :                           : Bruising Strike           :              :              :       
01:44:28 : execute    : You prepare to            :                           : Shield Ringer             :              :              :       
01:44:28 : execute    : You                       :                           : Shield Ringer             :              :              :       
01:44:28 : execute    : Rokaw                     :                           : Mark of Shame             :              :              :       
01:44:28 : execute    : You prepare to            :                           : Bruising Strike           :              :              :       
