Version     :: 0.0.11.0
DateTime    :: 11/7/2023 01:41:36 AM
RegExType   :: Damage :: Spell
RegExString :: \((?<time>\d*\:\d*\:\d*)\)\W*(?<source>.*?)[r']{1}[s]* (?<ability>.*?) (?<type>\w{3,11}?)s (?<target>.*) for (?<value>\d*) .*[\.!]

Time     : Value_Type : Source                    : Target                    : Ability                   : Event_type   : Event_detail : Value 
01:43:56 : burn       : SWK                       : Sithranis                 : Incendiary Blast          :              :              : 287   
01:43:56 : burn       : SWK                       : Soda                      : Incendiary Blast          :              :              : 163   
01:43:56 : burn       : SWK                       : Hold                      : Incendiary Blast          :              :              : 157   
01:43:56 : burn       : SWK                       : vVv                       : Incendiary Blast          :              :              : 175   
01:43:56 : burn       : ysmf                      : tickles                   : Incendiary Blast          :              :              : 190   
01:43:56 : freeze     : Hold                      : JMc                       : Shadow Bolt               :              :              : 114   
01:43:56 : freeze     : SWK                       : champagne                 : Blizzard                  :              :              : 68    
01:43:56 : freeze     : SWK                       : you                       : Blizzard                  :              :              : 70    
01:43:56 : freeze     : SWK                       : Sithranis                 : Blizzard                  :              :              : 131   
01:43:56 : freeze     : SWK                       : vVv                       : Blizzard                  :              :              : 186   
01:43:56 : freeze     : SWK                       : Soda                      : Blizzard                  :              :              : 138   
01:43:56 : freeze     : Hold                      : JMc                       : Shadow Bolt               :              :              : 105   
01:43:56 : buffet     : Someone                   : you                       : Fury of Wind              :              :              : 110   
01:43:56 : burn       : SWK                       : CloudA                    : Incendiary Blast          :              :              : 215   
01:43:56 : burn       : SWK                       : Sax                       : Incendiary Blast          :              :              : 153   
01:43:56 : burn       : SWK                       : Soda                      : Incendiary Blast          :              :              : 66    
01:43:56 : burn       : SWK                       : Sithranis                 : Incendiary Blast          :              :              : 222   
01:43:56 : burn       : SWK                       : Hold                      : Incendiary Blast          :              :              : 97    
01:43:56 : burn       : SWK                       : vVv                       : Incendiary Blast          :              :              : 79    
01:43:56 : burn       : SWK                       : champagne                 : Ignite                    :              :              : 154   
01:43:57 : freeze     : Hold                      : JMc                       : Shadow Bolt               :              :              : 100   
01:43:57 : burn       : ysmf                      : tickles                   : Incendiary Blast          :              :              : 96    
01:43:57 : freeze     : Hold                      : JMc                       : Shadow Bolt               :              :              : 99    
01:43:57 : burn       : SWK                       : champagne                 : Ignite                    :              :              : 166   
01:43:57 : buffet     : Someone                   : you                       : Fury of Wind              :              :              : 52    
01:43:57 : strike     : Szmz                      : champagne                 : Mage Bolt                 :              :              : 336   
01:43:57 : burn       : SWK                       : champagne                 : Fire Bolt                 :              :              : 184   
01:43:57 : poison     : CloudA                    : Szmz                      : Steal Breath              :              :              : 146   
01:43:57 : freeze     : vVv                       : ysmf                      : Shadow Bolt               :              :              : 323   
01:43:57 : burn       : SWK                       : Sax                       : Incendiary Blast          :              :              : 147   
01:43:57 : burn       : SWK                       : CloudA                    : Incendiary Blast          :              :              : 162   
01:43:57 : burn       : SWK                       : Sithranis                 : Incendiary Blast          :              :              : 114   
01:43:57 : burn       : SWK                       : Soda                      : Incendiary Blast          :              :              : 100   
01:43:57 : burn       : SWK                       : Hold                      : Incendiary Blast          :              :              : 146   
01:43:57 : burn       : SWK                       : vVv                       : Incendiary Blast          :              :              : 126   
01:43:57 : freeze     : You                       : Szmz                      : Shadow Bolt               :              :              : 234   
01:43:57 : burn       : ysmf                      : tickles                   : Incendiary Blast          :              :              : 122   
01:43:57 : freeze     : Sithranis                 : Szmz                      : Shadow Bolt               :              :              : 275   
01:43:57 : burn       : SWK                       : champagne                 : Ignite                    :              :              : 166   
01:43:58 : buffet     : Someone                   : you                       : Fury of Wind              :              :              : 122   
01:43:58 : freeze     : Sithranis                 : Szmz                      : Shadow Bolt               :              :              : 266   
01:43:58 : shock      : SWK                       : you                       : Call Lightning            :              :              : 80    
01:43:58 : shock      : SWK                       : champagne                 : Call Lightning            :              :              : 203   
01:43:58 : shock      : SWK                       : vVv                       : Call Lightning            :              :              : 405   
01:43:58 : shock      : SWK                       : Soda                      : Call Lightning            :              :              : 342   
01:43:58 : shock      : SWK                       : Hold                      : Call Lightning            :              :              : 126   
01:43:58 : shock      : SWK                       : Sax                       : Call Lightning            :              :              : 349   
01:43:58 : freeze     : Hold                      : Szmz                      : Shadow Bolt               :              :              : 347   
01:43:58 : shock      : SWK                       : tickles                   : Call Lightning            :              :              : 310   
01:43:58 : freeze     : Sithranis                 : Szmz                      : Shadow Bolt               :              :              : 310   
01:43:58 : burn       : SWK                       : CloudA                    : Incendiary Blast          :              :              : 163   
01:43:58 : burn       : SWK                       : Sax                       : Incendiary Blast          :              :              : 170   
01:43:58 : burn       : SWK                       : Sithranis                 : Incendiary Blast          :              :              : 154   
01:43:58 : burn       : SWK                       : Soda                      : Incendiary Blast          :              :              : 144   
01:43:58 : burn       : SWK                       : Hold                      : Incendiary Blast          :              :              : 90    
01:43:58 : burn       : SWK                       : vVv                       : Incendiary Blast          :              :              : 169   
01:43:58 : freeze     : You                       : Szmz                      : Shadow Bolt               :              :              : 358   
01:43:58 : burn       : ysmf                      : tickles                   : Incendiary Blast          :              :              : 103   
01:43:58 : freeze     : Sithranis                 : Szmz                      : Shadow Bolt               :              :              : 419   
01:43:58 : burn       : SWK                       : champagne                 : Ignite                    :              :              : 113   
01:43:58 : freeze     : You                       : Szmz                      : Shadow Bolt               :              :              : 371   
01:43:58 : buffet     : Someone                   : you                       : Fury of Wind              :              :              : 72    
01:43:59 : burn       : SWK                       : CloudA                    : Incendiary Blast          :              :              : 223   
01:43:59 : burn       : SWK                       : Sax                       : Incendiary Blast          :              :              : 184   
01:43:59 : burn       : SWK                       : Sithranis                 : Incendiary Blast          :              :              : 156   
01:43:59 : burn       : SWK                       : Soda                      : Incendiary Blast          :              :              : 114   
01:43:59 : burn       : SWK                       : Hold                      : Incendiary Blast          :              :              : 157   
01:43:59 : burn       : SWK                       : vVv                       : Incendiary Blast          :              :              : 94    
01:43:59 : burn       : SWK                       : Uther                     : Incendiary Blast          :              :              : 97    
01:43:59 : burn       : SWK                       : tickles                   : Incendiary Blast          :              :              : 88    
01:43:59 : burn       : SWK                       : Sithranis                 : Incendiary Blast          :              :              : 106   
01:43:59 : burn       : SWK                       : champagne                 : Ignite                    :              :              : 208   
01:43:59 : strike     : Breeze                    : Sithranis                 : Unholy Storm              :              :              : 356   
01:43:59 : burn       : ysmf                      : you                       : Incendiary Blast          :              :              : 176   
01:43:59 : burn       : ysmf                      : champagne                 : Incendiary Blast          :              :              : 140   
01:43:59 : burn       : ysmf                      : vVv                       : Incendiary Blast          :              :              : 135   
01:43:59 : burn       : ysmf                      : Hold                      : Incendiary Blast          :              :              : 153   
01:43:59 : freeze     : JMc                       : you                       : Shadow Bolt               :              :              : 70    
01:43:59 : strike     : Breeze                    : Uther                     : Unholy Storm              :              :              : 253   
01:43:59 : burn       : SWK                       : Uther                     : Incendiary Blast          :              :              : 186   
01:43:59 : burn       : SWK                       : tickles                   : Incendiary Blast          :              :              : 138   
01:43:59 : burn       : SWK                       : Sithranis                 : Incendiary Blast          :              :              : 264   
01:43:59 : strike     : Breeze                    : tickles                   : Unholy Storm              :              :              : 413   
01:43:59 : engulf     : CloudA                    : Breeze                    : darnkness                 :              :              : 356   
01:43:59 : freeze     : JMc                       : you                       : Shadow Bolt               :              :              : 102   
01:43:59 : burn       : SWK                       : champagne                 : Ignite                    :              :              : 114   
01:44:00 : burn       : ysmf                      : you                       : Incendiary Blast          :              :              : 111   
01:44:00 : burn       : ysmf                      : champagne                 : Incendiary Blast          :              :              : 127   
01:44:00 : burn       : ysmf                      : vVv                       : Incendiary Blast          :              :              : 82    
01:44:00 : burn       : ysmf                      : Hold                      : Incendiary Blast          :              :              : 72    
01:44:00 : freeze     : JMc                       : you                       : Shadow Bolt               :              :              : 133   
01:44:00 : burn       : SWK                       : Uther                     : Incendiary Blast          :              :              : 114   
01:44:00 : burn       : SWK                       : tickles                   : Incendiary Blast          :              :              : 154   
01:44:00 : burn       : SWK                       : Sithranis                 : Incendiary Blast          :              :              : 121   
01:44:00 : freeze     : CloudA                    : Breeze                    : Shadow Bolt               :              :              : 72    
01:44:00 : freeze     : JMc                       : you                       : Shadow Bolt               :              :              : 117   
01:44:00 : strike     : CloudA                    : Breeze                    : poisonous weapon          :              :              : 495   
01:44:00 : burn       : SWK                       : champagne                 : Ignite                    :              :              : 89    
01:44:00 : freeze     : CloudA                    : Breeze                    : Shadow Bolt               :              :              : 185   
01:44:00 : poison     : Hold                      : Breeze                    : Steal Breath              :              :              : 213   
01:44:00 : freeze     : ysmf                      : CloudA                    : Blizzard                  :              :              : 112   
01:44:00 : freeze     : ysmf                      : champagne                 : Blizzard                  :              :              : 36    
01:44:00 : freeze     : ysmf                      : vVv                       : Blizzard                  :              :              : 128   
01:44:00 : freeze     : ysmf                      : Hold                      : Blizzard                  :              :              : 172   
01:44:00 : freeze     : Sithranis                 : Breeze                    : Shadow Bolt               :              :              : 215   
01:44:00 : freeze     : ysmf                      : Soda                      : Blizzard                  :              :              : 209   
01:44:01 : freeze     : CloudA                    : Breeze                    : Shadow Bolt               :              :              : 335   
01:44:01 : burn       : ysmf                      : you                       : Incendiary Blast          :              :              : 95    
01:44:01 : burn       : ysmf                      : champagne                 : Incendiary Blast          :              :              : 105   
01:44:01 : freeze     : ysmf                      : Sax                       : Blizzard                  :              :              : 311   
01:44:01 : burn       : ysmf                      : vVv                       : Incendiary Blast          :              :              : 144   
01:44:01 : burn       : ysmf                      : Hold                      : Incendiary Blast          :              :              : 114   
01:44:01 : freeze     : CloudA                    : Breeze                    : Shadow Bolt               :              :              : 410   
01:44:01 : freeze     : Sithranis                 : Breeze                    : Shadow Bolt               :              :              : 325   
01:44:01 : burn       : Someone                   : Uther Eats                : Incendiary Blast          :              :              : 84    
01:44:01 : burn       : Someone                   : tickles                   : Incendiary Blast          :              :              : 119   
01:44:01 : burn       : Someone                   : Sithranis                 : Incendiary Blast          :              :              : 147   
01:44:01 : freeze     : JMc                       : you                       : Shadow Bolt               :              :              : 129   
01:44:01 : burn       : vVv                       : Breeze                    : fire                      :              :              : 659   
01:44:01 : freeze     : vVv                       : Breeze                    : Shadow Bolt               :              :              : 317   
01:44:01 : freeze     : You                       : Breeze                    : Shadow Bolt               :              :              : 226   
01:44:01 : freeze     : Sithranis                 : Breeze                    : Shadow Bolt               :              :              : 337   
01:44:01 : freeze     : JMc                       : you                       : Shadow Bolt               :              :              : 139   
01:44:01 : freeze     : JMc                       : you                       : Shadow Bolt               :              :              : 120   
01:44:01 : burn       : ysmf                      : you                       : Incendiary Blast          :              :              : 90    
01:44:01 : burn       : ysmf                      : champagne                 : Incendiary Blast          :              :              : 45    
01:44:01 : burn       : ysmf                      : Hold                      : Incendiary Blast          :              :              : 100   
01:44:01 : burn       : ysmf                      : vVv                       : Incendiary Blast          :              :              : 128   
01:44:01 : freeze     : JMc                       : you                       : Shadow Bolt               :              :              : 110   
01:44:01 : freeze     : You                       : JMc                       : Shadow Bolt               :              :              : 54    
01:44:01 : burn       : Someone                   : Uther Eats                : Incendiary Blast          :              :              : 88    
01:44:01 : burn       : Someone                   : tickles                   : Incendiary Blast          :              :              : 194   
01:44:01 : burn       : Someone                   : Sithranis                 : Incendiary Blast          :              :              : 279   
01:44:01 : freeze     : JMc                       : you                       : Shadow Bolt               :              :              : 126   
01:44:01 : freeze     : You                       : JMc                       : Shadow Bolt               :              :              : 82    
01:44:02 : freeze     : vVv                       : JMc                       : Shadow Bolt               :              :              : 99    
01:44:02 : freeze     : JMc                       : you                       : Shadow Bolt               :              :              : 134   
01:44:02 : freeze     : You                       : JMc                       : Shadow Bolt               :              :              : 74    
01:44:02 : freeze     : Hold                      : JMc                       : Shadow Bolt               :              :              : 102   
01:44:02 : poison     : Hold                      : JMc                       : Steal Breath              :              :              : 249   
01:44:02 : burn       : Someone                   : tickles                   : Incendiary Blast          :              :              : 107   
01:44:02 : poison     : CloudA                    : JMc                       : Steal Breath              :              :              : 256   
01:44:02 : freeze     : vVv                       : JMc                       : Shadow Bolt               :              :              : 93    
01:44:02 : burn       : Someone                   : Sithranis                 : Incendiary Blast          :              :              : 228   
01:44:02 : burn       : Someone                   : Uther Eats                : Incendiary Blast          :              :              : 146   
01:44:02 : freeze     : Hold                      : JMc                       : Shadow Bolt               :              :              : 78    
01:44:02 : strike     : vVv                       : JMc                       : poisonous weapon          :              :              : 1138  
01:44:02 : freeze     : vVv                       : JMc                       : Shadow Bolt               :              :              : 77    
01:44:02 : freeze     : Sithranis                 : JMc                       : Shadow Bolt               :              :              : 194   
01:44:02 : freeze     : CloudA                    : JMc                       : Shadow Bolt               :              :              : 290   
01:44:02 : freeze     : vVv                       : JMc                       : Shadow Bolt               :              :              : 447   
01:44:02 : burn       : SWK                       : Uther                     : Incendiary Blast          :              :              : 182   
01:44:02 : burn       : SWK                       : tickles                   : Incendiary Blast          :              :              : 180   
01:44:02 : burn       : SWK                       : Sithranis                 : Incendiary Blast          :              :              : 250   
01:44:02 : freeze     : You                       : JMc                       : Shadow Bolt               :              :              : 337   
01:44:02 : freeze     : Sithranis                 : JMc                       : Shadow Bolt               :              :              : 372   
01:44:02 : shock      : SWK                       : Sithranis                 : Call Lightning            :              :              : 146   
01:44:03 : burn       : vVv                       : JMc                       : fire                      :              :              : 946   
01:44:03 : burn       : ysmf                      : CloudA                    : Incendiary Blast          :              :              : 189   
01:44:03 : burn       : ysmf                      : Uther                     : Incendiary Blast          :              :              : 120   
01:44:03 : burn       : ysmf                      : you                       : Incendiary Blast          :              :              : 92    
01:44:03 : burn       : ysmf                      : tickles                   : Incendiary Blast          :              :              : 64    
01:44:03 : burn       : ysmf                      : champagne                 : Incendiary Blast          :              :              : 38    
01:44:03 : burn       : ysmf                      : Sithranis                 : Incendiary Blast          :              :              : 203   
01:44:03 : burn       : ysmf                      : Soda                      : Incendiary Blast          :              :              : 110   
01:44:03 : freeze     : Hold                      : ysmf                      : Shadow Bolt               :              :              : 344   
01:44:03 : shock      : SWK                       : CloudA                    : Call Lightning            :              :              : 128   
01:44:03 : poison     : vVv                       : SWK                       : Steal Breath              :              :              : 183   
01:44:03 : shock      : SWK                       : Hold                      : Call Lightning            :              :              : 126   
01:44:03 : freeze     : Hold                      : ysmf                      : Shadow Bolt               :              :              : 463   
01:44:03 : shock      : SWK                       : Soda                      : Call Lightning            :              :              : 326   
01:44:03 : shock      : SWK                       : Uther                     : Call Lightning            :              :              : 317   
01:44:03 : freeze     : You                       : ysmf                      : Shadow Bolt               :              :              : 393   
01:44:03 : freeze     : Sithranis                 : ysmf                      : Shadow Bolt               :              :              : 483   
01:44:03 : poison     : CloudA                    : SWK                       : Steal Breath              :              :              : 170   
01:44:03 : burn       : ysmf                      : Uther                     : Incendiary Blast          :              :              : 140   
01:44:03 : burn       : ysmf                      : CloudA                    : Incendiary Blast          :              :              : 138   
01:44:03 : burn       : ysmf                      : you                       : Incendiary Blast          :              :              : 122   
01:44:03 : burn       : ysmf                      : champagne                 : Incendiary Blast          :              :              : 71    
01:44:03 : burn       : ysmf                      : tickles                   : Incendiary Blast          :              :              : 192   
01:44:03 : burn       : ysmf                      : Soda                      : Incendiary Blast          :              :              : 140   
01:44:03 : burn       : ysmf                      : Sithranis                 : Incendiary Blast          :              :              : 125   
01:44:03 : freeze     : SWK                       : CloudA                    : Blizzard                  :              :              : 220   
01:44:04 : freeze     : ysmf                      : CloudA                    : Blizzard                  :              :              : 112   
01:44:04 : freeze     : SWK                       : Sithranis                 : Blizzard                  :              :              : 132   
01:44:04 : freeze     : Sithranis                 : ysmf                      : Shadow Bolt               :              :              : 468   
01:44:04 : freeze     : SWK                       : vVv                       : Blizzard                  :              :              : 254   
01:44:04 : freeze     : ysmf                      : Sithranis                 : Blizzard                  :              :              : 178   
01:44:04 : freeze     : SWK                       : you                       : Blizzard                  :              :              : 70    
01:44:04 : freeze     : SWK                       : champagne                 : Blizzard                  :              :              : 86    
01:44:04 : freeze     : You                       : ysmf                      : Shadow Bolt               :              :              : 338   
01:44:04 : freeze     : ysmf                      : vVv                       : Blizzard                  :              :              : 297   
01:44:04 : freeze     : SWK                       : Hold                      : Blizzard                  :              :              : 193   
01:44:04 : freeze     : ysmf                      : champagne                 : Blizzard                  :              :              : 100   
01:44:04 : freeze     : SWK                       : Soda                      : Blizzard                  :              :              : 211   
01:44:04 : freeze     : ysmf                      : Soda                      : Blizzard                  :              :              : 267   
01:44:04 : freeze     : ysmf                      : tickles                   : Blizzard                  :              :              : 751   
01:44:04 : freeze     : ysmf                      : Uther                     : Blizzard                  :              :              : 217   
01:44:04 : freeze     : Sithranis                 : ysmf                      : Shadow Bolt               :              :              : 388   
01:44:04 : freeze     : You                       : ysmf                      : Shadow Bolt               :              :              : 334   
01:44:04 : freeze     : Hold                      : ysmf                      : Shadow Bolt               :              :              : 485   
01:44:04 : freeze     : vVv                       : ysmf                      : Shadow Bolt               :              :              : 439   
01:44:04 : poison     : CloudA                    : SWK                       : Steal Breath              :              :              : 143   
01:44:04 : burn       : ysmf                      : CloudA                    : Incendiary Blast          :              :              : 158   
01:44:04 : burn       : ysmf                      : Uther                     : Incendiary Blast          :              :              : 124   
01:44:04 : burn       : ysmf                      : you                       : Incendiary Blast          :              :              : 82    
01:44:04 : burn       : ysmf                      : tickles                   : Incendiary Blast          :              :              : 123   
01:44:04 : burn       : ysmf                      : champagne                 : Incendiary Blast          :              :              : 31    
01:44:04 : burn       : ysmf                      : Sithranis                 : Incendiary Blast          :              :              : 114   
01:44:04 : burn       : ysmf                      : Soda                      : Incendiary Blast          :              :              : 68    
01:44:04 : freeze     : CloudA                    : SWK                       : Shadow Bolt               :              :              : 272   
01:44:04 : freeze     : You                       : SWK                       : Shadow Bolt               :              :              : 224   
01:44:04 : poison     : CloudA                    : SWK                       : Steal Breath              :              :              : 152   
01:44:04 : burn       : ysmf                      : CloudA                    : Incendiary Blast          :              :              : 97    
01:44:04 : burn       : ysmf                      : Uther                     : Incendiary Blast          :              :              : 115   
01:44:04 : burn       : ysmf                      : you                       : Incendiary Blast          :              :              : 91    
01:44:04 : burn       : ysmf                      : champagne                 : Incendiary Blast          :              :              : 25    
01:44:04 : burn       : ysmf                      : tickles                   : Incendiary Blast          :              :              : 50    
01:44:04 : freeze     : You                       : SWK                       : Shadow Bolt               :              :              : 255   
01:44:04 : freeze     : Sithranis                 : SWK                       : Shadow Bolt               :              :              : 294   
01:44:04 : burn       : ysmf                      : Soda                      : Incendiary Blast          :              :              : 58    
01:44:04 : burn       : ysmf                      : Sithranis                 : Incendiary Blast          :              :              : 155   
01:44:05 : poison     : CloudA                    : SWK                       : Steal Breath              :              :              : 177   
01:44:05 : burn       : Someone                   : CloudA                    : Incendiary Blast          :              :              : 125   
01:44:05 : burn       : Someone                   : Uther Eats                : Incendiary Blast          :              :              : 72    
01:44:05 : burn       : Someone                   : you                       : Incendiary Blast          :              :              : 53    
01:44:05 : burn       : Someone                   : champagne problems        : Incendiary Blast          :              :              : 32    
01:44:05 : burn       : Someone                   : tickles                   : Incendiary Blast          :              :              : 81    
01:44:05 : burn       : Someone                   : Sithranis                 : Incendiary Blast          :              :              : 105   
01:44:05 : burn       : Someone                   : Soda                      : Incendiary Blast          :              :              : 40    
01:44:05 : poison     : CloudA                    : SWK                       : Steal Breath              :              :              : 162   
01:44:05 : burn       : Someone                   : Uther Eats                : Incendiary Blast          :              :              : 63    
01:44:05 : burn       : Someone                   : CloudA                    : Incendiary Blast          :              :              : 38    
01:44:05 : burn       : Someone                   : you                       : Incendiary Blast          :              :              : 73    
01:44:05 : burn       : Someone                   : tickles                   : Incendiary Blast          :              :              : 83    
01:44:05 : burn       : Someone                   : champagne problems        : Incendiary Blast          :              :              : 31    
01:44:05 : burn       : Someone                   : Sithranis                 : Incendiary Blast          :              :              : 119   
01:44:05 : burn       : Someone                   : Soda                      : Incendiary Blast          :              :              : 63    
01:44:05 : poison     : Hold                      : syq                       : Steal Breath              :              :              : 214   
01:44:06 : poison     : CloudA                    : SWK                       : Steal Breath              :              :              : 155   
01:44:06 : burn       : Someone                   : CloudA                    : Incendiary Blast          :              :              : 105   
01:44:06 : burn       : Someone                   : Uther Eats                : Incendiary Blast          :              :              : 71    
01:44:06 : burn       : Someone                   : you                       : Incendiary Blast          :              :              : 108   
01:44:06 : burn       : Someone                   : tickles                   : Incendiary Blast          :              :              : 87    
01:44:06 : burn       : Someone                   : champagne problems        : Incendiary Blast          :              :              : 31    
01:44:06 : burn       : Someone                   : Sithranis                 : Incendiary Blast          :              :              : 131   
01:44:06 : burn       : Someone                   : Soda                      : Incendiary Blast          :              :              : 47    
01:44:06 : freeze     : Hold                      : syq                       : Shadow Bolt               :              :              : 332   
01:44:06 : poison     : Hold                      : syq                       : Steal Breath              :              :              : 203   
01:44:06 : poison     : Hold                      : syq                       : Steal Breath              :              :              : 152   
01:44:06 : poison     : Hold                      : syq                       : Steal Breath              :              :              : 208   
01:44:07 : poison     : Hold                      : syq                       : Steal Breath              :              :              : 162   
01:44:08 : smite      : HolyThug                  : Sax                       : Righteous Word of Binding :              :              : 121   
01:44:08 : smite      : HolyThug                  : Uther                     : Righteous Word of Binding :              :              : 107   
01:44:08 : smite      : CaliSent                  : Prodriver                 : Divine Word of Binding    :              :              : 1247  
01:44:08 : smite      : HolyThug                  : you                       : Righteous Word of Binding :              :              : 212   
01:44:08 : smite      : CaliSent                  : Healn                     : Divine Word of Binding    :              :              : 1717  
01:44:08 : smite      : HolyThug                  : tickles                   : Righteous Word of Binding :              :              : 71    
01:44:08 : smite      : CaliSent                  : Sax                       : Divine Word of Binding    :              :              : 338   
01:44:08 : smite      : HolyThug                  : Soda                      : Righteous Word of Binding :              :              : 114   
01:44:08 : smite      : CaliSent                  : CaliSent                  : Divine Word of Binding    :              :              : 1322  
01:44:08 : smite      : HolyThug                  : champagne                 : Righteous Word of Binding :              :              : 75    
01:44:08 : smite      : CaliSent                  : Hold                      : Divine Word of Binding    :              :              : 637   
01:44:08 : smite      : HolyThug                  : Hold                      : Righteous Word of Binding :              :              : 235   
01:44:08 : freeze     : vVv                       : Manshoon                  : Shadow Bolt               :              :              : 294   
01:44:08 : smite      : Prodriver                 : Liquid                    : Divine Word of Binding    :              :              : 1249  
01:44:08 : smite      : Prodriver                 : Uther                     : Divine Word of Binding    :              :              : 407   
01:44:08 : smite      : Prodriver                 : CaliSent                  : Divine Word of Binding    :              :              : 1960  
01:44:08 : smite      : Prodriver                 : tickles                   : Divine Word of Binding    :              :              : 493   
01:44:08 : smite      : Prodriver                 : Soda                      : Divine Word of Binding    :              :              : 361   
01:44:08 : smite      : Prodriver                 : Sithranis                 : Divine Word of Binding    :              :              : 1150  
01:44:08 : freeze     : vVv                       : Manshoon                  : Shadow Bolt               :              :              : 331   
01:44:09 : smite      : Liquid                    : Prodriver                 : Divine Word of Binding    :              :              : 2567  
01:44:09 : smite      : Liquid                    : Manshoon                  : Divine Word of Binding    :              :              : 1066  
01:44:09 : smite      : Liquid                    : Sax                       : Divine Word of Binding    :              :              : 393   
01:44:09 : smite      : Liquid                    : tickles                   : Divine Word of Binding    :              :              : 527   
01:44:09 : smite      : Liquid                    : Sithranis                 : Divine Word of Binding    :              :              : 1077  
01:44:09 : smite      : Liquid                    : vVv                       : Divine Word of Binding    :              :              : 972   
01:44:09 : smite      : Tibins                    : Sax                       : Censure                   :              :              : 427   
01:44:09 : poison     : Vaginex                   : Sithranis                 : Steal Breath              :              :              : 173   
01:44:09 : hurt       : Manshoon                  : Soda                      : Sign of Sorthoth          :              :              : 330   
01:44:10 : freeze     : You                       : Tibins                    : Shadow Bolt               :              :              : 170   
01:44:10 : freeze     : Vaginex                   : Sithranis                 : Shadow Bolt               :              :              : 241   
01:44:10 : freeze     : You                       : Tibins                    : Shadow Bolt               :              :              : 204   
01:44:10 : strike     : Manshoon                  : Soda                      : Mage Bolt                 :              :              : 368   
01:44:10 : freeze     : Vaginex                   : Sithranis                 : Shadow Bolt               :              :              : 224   
01:44:10 : poison     : Vaginex                   : Sithranis                 : Steal Breath              :              :              : 175   
01:44:10 : smite      : HolyThug                  : Sax                       : Righteous Word of Binding :              :              : 247   
01:44:10 : hurt       : Manshoon                  : Soda                      : Sign of Sorthoth          :              :              : 308   
01:44:10 : freeze     : Hold                      : Prodriver                 : Shadow Bolt               :              :              : 176   
01:44:10 : freeze     : You                       : Tibins                    : Shadow Bolt               :              :              : 153   
01:44:10 : poison     : CloudA                    : Manshoon                  : Steal Breath              :              :              : 148   
01:44:10 : freeze     : Sithranis                 : Vaginex                   : Shadow Bolt               :              :              : 293   
01:44:11 : poison     : Someone                   : Sithranis                 : Steal Breath              :              :              : 135   
01:44:11 : hurt       : Manshoon                  : Soda                      : Sign of Sorthoth          :              :              : 327   
01:44:11 : smite      : Tibins                    : Sax                       : Censure                   :              :              : 253   
01:44:11 : poison     : CloudA                    : Manshoon                  : Steal Breath              :              :              : 142   
01:44:11 : freeze     : Hold                      : Healn                     : Shadow Bolt               :              :              : 377   
01:44:11 : freeze     : You                       : Tibins                    : Shadow Bolt               :              :              : 391   
01:44:11 : freeze     : Hold                      : Tibins                    : Shadow Bolt               :              :              : 574   
01:44:11 : burn       : vVv                       : Tibins                    : fire                      :              :              : 1040  
01:44:11 : poison     : Vaginex                   : Sithranis                 : Steal Breath              :              :              : 156   
01:44:11 : freeze     : Hold                      : Tibins                    : Shadow Bolt               :              :              : 559   
01:44:11 : hurt       : Manshoon                  : Soda                      : Sign of Sorthoth          :              :              : 273   
01:44:11 : poison     : CloudA                    : Manshoon                  : Steal Breath              :              :              : 129   
01:44:11 : freeze     : You                       : CaliSent                  : Shadow Bolt               :              :              : 200   
01:44:12 : freeze     : Sithranis                 : Healn                     : Shadow Bolt               :              :              : 298   
01:44:12 : freeze     : Hold                      : CaliSent                  : Shadow Bolt               :              :              : 331   
01:44:12 : burn       : vVv                       : Liquid                    : fire                      :              :              : 384   
01:44:12 : poison     : Vaginex                   : Sithranis                 : Steal Breath              :              :              : 174   
01:44:12 : freeze     : You                       : CaliSent                  : Shadow Bolt               :              :              : 214   
