Version     :: 0.0.11.5
DateTime    :: 11/7/2023 04:12:41 PM
RegExType   :: Power :: Execute-prepare
RegExString :: \((?<time>\d*\:\d*\:\d*)\)\W*(?<source>.*?) (?<event_type>prepare) to (?<type>execute)s? [\Wa]*(?<ability>.*)[\.!]

Time     : Value_Type : Source                    : Target                    : Ability                   : Event_type   : Event_detail : Value 
16:19:32 : execute    : YOU                       :                           : Bruising Strike           : prepare      :              :       
16:19:32 : execute    : YOU                       :                           : Aim for the Arm           : prepare      :              :       
16:19:33 : execute    : YOU                       :                           : Kneeshot                  : prepare      :              :       
16:19:33 : execute    : YOU                       :                           : Mark of Shame             : prepare      :              :       
16:19:33 : execute    : YOU                       :                           : Smash                     : prepare      :              :       
16:19:34 : execute    : YOU                       :                           : Spinning Block            : prepare      :              :       
16:19:34 : execute    : YOU                       :                           : Bruising Strike           : prepare      :              :       
16:19:34 : execute    : YOU                       :                           : Shield Ringer             : prepare      :              :       
16:19:34 : execute    : YOU                       :                           : Chant of the Dwarves      : prepare      :              :       
16:19:35 : execute    : YOU                       :                           : Kneeshot                  : prepare      :              :       
16:19:35 : execute    : YOU                       :                           : Spinning Block            : prepare      :              :       
16:19:35 : execute    : YOU                       :                           : Bruising Strike           : prepare      :              :       
16:19:35 : execute    : YOU                       :                           : Mark of Shame             : prepare      :              :       
16:19:36 : execute    : YOU                       :                           : Circle Swing              : prepare      :              :       
16:19:36 : execute    : YOU                       :                           : Chant of the Dwarves      : prepare      :              :       
16:19:36 : execute    : YOU                       :                           : Bruising Strike           : prepare      :              :       
16:19:42 : execute    : YOU                       :                           : Chant of the Dwarves      : prepare      :              :       
16:19:42 : execute    : YOU                       :                           : Smash                     : prepare      :              :       
16:19:42 : execute    : YOU                       :                           : Circle Swing              : prepare      :              :       
16:19:43 : execute    : YOU                       :                           : Bruising Strike           : prepare      :              :       
16:19:43 : execute    : YOU                       :                           : Spinning Block            : prepare      :              :       
16:19:43 : execute    : YOU                       :                           : Mark of Shame             : prepare      :              :       
16:19:44 : execute    : YOU                       :                           : Kneeshot                  : prepare      :              :       
16:19:44 : execute    : YOU                       :                           : Aim for the Arm           : prepare      :              :       
16:19:45 : execute    : YOU                       :                           : Shield Ringer             : prepare      :              :       
16:19:55 : execute    : YOU                       :                           : Chant of the Dwarves      : prepare      :              :       
16:19:55 : execute    : YOU                       :                           : Spinning Block            : prepare      :              :       
16:19:55 : execute    : YOU                       :                           : Bruising Strike           : prepare      :              :       
16:19:56 : execute    : YOU                       :                           : Kneeshot                  : prepare      :              :       
16:19:56 : execute    : YOU                       :                           : Mark of Shame             : prepare      :              :       
16:19:57 : execute    : YOU                       :                           : Aim for the Arm           : prepare      :              :       
16:19:57 : execute    : YOU                       :                           : Smash                     : prepare      :              :       
16:19:57 : execute    : YOU                       :                           : Spinning Block            : prepare      :              :       
16:19:58 : execute    : YOU                       :                           : Bruising Strike           : prepare      :              :       
16:19:58 : execute    : YOU                       :                           : Shield Ringer             : prepare      :              :       
16:19:59 : execute    : YOU                       :                           : Kneeshot                  : prepare      :              :       
16:19:59 : execute    : YOU                       :                           : Mark of Shame             : prepare      :              :       
16:20:00 : execute    : YOU                       :                           : Spinning Block            : prepare      :              :       
16:20:00 : execute    : YOU                       :                           : Aim for the Arm           : prepare      :              :       
16:20:00 : execute    : YOU                       :                           : Bruising Strike           : prepare      :              :       
16:20:01 : execute    : YOU                       :                           : Smash                     : prepare      :              :       
16:20:02 : execute    : YOU                       :                           : Shield Ringer             : prepare      :              :       
16:20:02 : execute    : YOU                       :                           : Kneeshot                  : prepare      :              :       
16:20:03 : execute    : YOU                       :                           : Mark of Shame             : prepare      :              :       
16:20:03 : execute    : YOU                       :                           : Spinning Block            : prepare      :              :       
16:20:03 : execute    : YOU                       :                           : Aim for the Arm           : prepare      :              :       
16:20:04 : execute    : YOU                       :                           : Bruising Strike           : prepare      :              :       
16:20:04 : execute    : YOU                       :                           : Smash                     : prepare      :              :       
16:20:04 : execute    : YOU                       :                           : Kneeshot                  : prepare      :              :       
16:20:05 : execute    : YOU                       :                           : Mark of Shame             : prepare      :              :       
16:20:05 : execute    : YOU                       :                           : Spinning Block            : prepare      :              :       
16:20:06 : execute    : YOU                       :                           : Bruising Strike           : prepare      :              :       
16:20:06 : execute    : YOU                       :                           : Aim for the Arm           : prepare      :              :       
16:20:06 : execute    : YOU                       :                           : Smash                     : prepare      :              :       
16:20:07 : execute    : YOU                       :                           : Shield Ringer             : prepare      :              :       
16:20:08 : execute    : YOU                       :                           : Kneeshot                  : prepare      :              :       
16:20:08 : execute    : YOU                       :                           : Spinning Block            : prepare      :              :       
16:20:08 : execute    : YOU                       :                           : Bruising Strike           : prepare      :              :       
16:20:09 : execute    : YOU                       :                           : Mark of Shame             : prepare      :              :       
16:20:09 : execute    : YOU                       :                           : Aim for the Arm           : prepare      :              :       
16:20:09 : execute    : YOU                       :                           : Smash                     : prepare      :              :       
16:20:10 : execute    : YOU                       :                           : Shield Ringer             : prepare      :              :       
16:20:10 : execute    : YOU                       :                           : Batter                    : prepare      :              :       
16:20:10 : execute    : YOU                       :                           : Kneeshot                  : prepare      :              :       
16:20:11 : execute    : YOU                       :                           : Spinning Block            : prepare      :              :       
16:20:11 : execute    : YOU                       :                           : Bruising Strike           : prepare      :              :       
16:20:11 : execute    : YOU                       :                           : Circle Swing              : prepare      :              :       
16:20:12 : execute    : YOU                       :                           : Mark of Shame             : prepare      :              :       
16:20:12 : execute    : YOU                       :                           : Aim for the Arm           : prepare      :              :       
16:20:12 : execute    : YOU                       :                           : Smash                     : prepare      :              :       
16:20:12 : execute    : YOU                       :                           : Shield Ringer             : prepare      :              :       
16:20:13 : execute    : YOU                       :                           : Kneeshot                  : prepare      :              :       
16:20:13 : execute    : YOU                       :                           : Batter                    : prepare      :              :       
16:20:14 : execute    : YOU                       :                           : Spinning Block            : prepare      :              :       
16:20:14 : execute    : YOU                       :                           : Bruising Strike           : prepare      :              :       
16:20:14 : execute    : YOU                       :                           : Mark of Shame             : prepare      :              :       
16:20:15 : execute    : YOU                       :                           : Aim for the Arm           : prepare      :              :       
16:20:15 : execute    : YOU                       :                           : Smash                     : prepare      :              :       
16:20:17 : execute    : YOU                       :                           : Spinning Block            : prepare      :              :       
16:20:17 : execute    : YOU                       :                           : Bruising Strike           : prepare      :              :       
16:20:17 : execute    : YOU                       :                           : Kneeshot                  : prepare      :              :       
16:20:18 : execute    : YOU                       :                           : Mark of Shame             : prepare      :              :       
16:20:18 : execute    : YOU                       :                           : Aim for the Arm           : prepare      :              :       
16:20:20 : execute    : YOU                       :                           : Smash                     : prepare      :              :       
16:20:20 : execute    : YOU                       :                           : Spinning Block            : prepare      :              :       
16:20:21 : execute    : YOU                       :                           : Bruising Strike           : prepare      :              :       
16:20:21 : execute    : YOU                       :                           : Kneeshot                  : prepare      :              :       
16:20:22 : execute    : YOU                       :                           : Aim for the Arm           : prepare      :              :       
16:20:23 : execute    : YOU                       :                           : Smash                     : prepare      :              :       
16:20:23 : execute    : YOU                       :                           : Spinning Block            : prepare      :              :       
16:20:24 : execute    : YOU                       :                           : Shield Ringer             : prepare      :              :       
16:20:24 : execute    : YOU                       :                           : Bruising Strike           : prepare      :              :       
16:20:24 : execute    : YOU                       :                           : Kneeshot                  : prepare      :              :       
16:20:25 : execute    : YOU                       :                           : Mark of Shame             : prepare      :              :       
16:20:25 : execute    : YOU                       :                           : Mark of Shame             : prepare      :              :       
16:20:25 : execute    : YOU                       :                           : Batter                    : prepare      :              :       
16:20:26 : execute    : YOU                       :                           : Spinning Block            : prepare      :              :       
16:20:26 : execute    : YOU                       :                           : Aim for the Arm           : prepare      :              :       
16:20:26 : execute    : YOU                       :                           : Bruising Strike           : prepare      :              :       
16:20:27 : execute    : YOU                       :                           : Kneeshot                  : prepare      :              :       
16:20:27 : execute    : YOU                       :                           : Smash                     : prepare      :              :       
16:20:27 : execute    : YOU                       :                           : Mark of Shame             : prepare      :              :       
16:20:27 : execute    : YOU                       :                           : Shield Ringer             : prepare      :              :       
16:20:28 : execute    : YOU                       :                           : Batter                    : prepare      :              :       
16:20:28 : execute    : YOU                       :                           : Spinning Block            : prepare      :              :       
16:20:28 : execute    : YOU                       :                           : Bruising Strike           : prepare      :              :       
16:20:28 : execute    : YOU                       :                           : Kneeshot                  : prepare      :              :       
16:20:29 : execute    : YOU                       :                           : Mark of Shame             : prepare      :              :       
16:20:29 : execute    : YOU                       :                           : Chant of the Dwarves      : prepare      :              :       
16:20:29 : execute    : YOU                       :                           : Smash                     : prepare      :              :       
16:20:30 : execute    : YOU                       :                           : Spinning Block            : prepare      :              :       
16:20:30 : execute    : YOU                       :                           : Bruising Strike           : prepare      :              :       
16:20:40 : execute    : YOU                       :                           : Smash                     : prepare      :              :       
16:20:40 : execute    : YOU                       :                           : Chant of the Dwarves      : prepare      :              :       
16:20:41 : execute    : YOU                       :                           : Spinning Block            : prepare      :              :       
16:20:41 : execute    : YOU                       :                           : Bruising Strike           : prepare      :              :       
16:20:42 : execute    : YOU                       :                           : Kneeshot                  : prepare      :              :       
16:20:42 : execute    : YOU                       :                           : Mark of Shame             : prepare      :              :       
16:20:42 : execute    : YOU                       :                           : Aim for the Arm           : prepare      :              :       
16:20:43 : execute    : YOU                       :                           : Shield Ringer             : prepare      :              :       
16:20:43 : execute    : YOU                       :                           : Batter                    : prepare      :              :       
16:20:44 : execute    : YOU                       :                           : Circle Swing              : prepare      :              :       
16:20:46 : execute    : YOU                       :                           : Spinning Block            : prepare      :              :       
16:20:47 : execute    : YOU                       :                           : Bruising Strike           : prepare      :              :       
16:20:47 : execute    : YOU                       :                           : Kneeshot                  : prepare      :              :       
16:20:47 : execute    : YOU                       :                           : Mark of Shame             : prepare      :              :       
16:20:48 : execute    : YOU                       :                           : Aim for the Arm           : prepare      :              :       
16:20:48 : execute    : YOU                       :                           : Batter                    : prepare      :              :       
16:20:48 : execute    : YOU                       :                           : Smash                     : prepare      :              :       
16:20:49 : execute    : YOU                       :                           : Shield Ringer             : prepare      :              :       
16:20:49 : execute    : YOU                       :                           : Spinning Block            : prepare      :              :       
