Version     :: 0.0.11.5
DateTime    :: 11/7/2023 04:12:41 PM
RegExType   :: Heal :: CatchAll
RegExString :: \((?<time>\d*\:\d*\:\d*)\)\W*(?<source>.*?)[r']?[s]? (?<ability>.*) (?<type>heal)s (?<target>.*) for (?<value>\d*) points[\.!]

Time     : Value_Type : Source                    : Target                    : Ability                   : Event_type   : Event_detail : Value 
16:12:58 : heal       : Drooley                   : Vashtur                   : Prayer of Recovery        :              :              : 315   
16:12:58 : heal       : Drooley                   : PBAOE                     : Prayer of Recovery        :              :              : 304   
16:12:58 : heal       : Drooley                   : AlbiThere                 : Prayer of Recovery        :              :              : 236   
16:12:58 : heal       : Drooley                   : Tupac                     : Prayer of Recovery        :              :              : 265   
16:12:58 : heal       : Drooley                   : Priest                    : Prayer of Recovery        :              :              : 259   
16:12:58 : heal       : Drooley                   : Drooley                   : Prayer of Recovery        :              :              : 258   
16:12:58 : heal       : Drooley                   : WillPowder                : Prayer of Recovery        :              :              : 273   
16:12:58 : heal       : Drooley                   : Long                      : Prayer of Recovery        :              :              : 231   
16:12:58 : heal       : Bourbon                   : Bourbon                   : Divine Recovery           :              :              : 206   
16:12:58 : heal       : sudo                      : Sax                       : Divine Recovery           :              :              : 267   
16:12:58 : heal       : Long                      : Long                      : Divine Recovery           :              :              : 214   
16:12:58 : heal       : sudo                      : Miha                      : Prayer of Recovery        :              :              : 201   
16:12:58 : heal       : sudo                      : Dispel                    : Prayer of Recovery        :              :              : 268   
16:12:58 : heal       : sudo                      : YOU                       : Prayer of Recovery        :              :              : 203   
16:12:58 : heal       : sudo                      : sudo                      : Prayer of Recovery        :              :              : 247   
16:12:58 : heal       : sudo                      : Sniper                    : Prayer of Recovery        :              :              : 254   
16:12:59 : heal       : sudo                      : Sax                       : Prayer of Recovery        :              :              : 259   
16:12:59 : heal       : sudo                      : Saas                      : Prayer of Recovery        :              :              : 178   
16:12:59 : heal       : sudo                      : Bourbon                   : Prayer of Recovery        :              :              : 181   
16:12:59 : heal       : sudo                      : HuntyPet                  : Prayer of Recovery        :              :              : 178   
16:12:59 : heal       : Drooley                   : BigBlackBen               : Prayer of Recovery        :              :              : 238   
16:12:59 : heal       : Drooley                   : PBAOE                     : Prayer of Recovery        :              :              : 271   
16:12:59 : heal       : Drooley                   : Vashtur                   : Prayer of Recovery        :              :              : 284   
16:12:59 : heal       : Long                      : BigBlackBen               : Tend the Wounded          :              :              : 868   
16:12:59 : heal       : Drooley                   : AlbiThere                 : Prayer of Recovery        :              :              : 304   
16:12:59 : heal       : Drooley                   : Tupac                     : Prayer of Recovery        :              :              : 253   
16:12:59 : heal       : Drooley                   : Priest                    : Prayer of Recovery        :              :              : 286   
16:12:59 : heal       : Drooley                   : WillPowder                : Prayer of Recovery        :              :              : 238   
16:12:59 : heal       : Drooley                   : Long                      : Prayer of Recovery        :              :              : 247   
16:12:59 : heal       : Drooley                   : Drooley                   : Prayer of Recovery        :              :              : 237   
16:12:59 : heal       : Bourbon                   : Bourbon                   : Divine Recovery           :              :              : 256   
16:12:59 : heal       : sudo                      : Sax                       : Divine Recovery           :              :              : 211   
16:12:59 : heal       : Long                      : Long                      : Divine Recovery           :              :              : 297   
16:12:59 : heal       : sudo                      : Miha                      : Prayer of Recovery        :              :              : 196   
16:12:59 : heal       : sudo                      : Dispel                    : Prayer of Recovery        :              :              : 230   
16:12:59 : heal       : sudo                      : YOU                       : Prayer of Recovery        :              :              : 263   
16:12:59 : heal       : sudo                      : sudo                      : Prayer of Recovery        :              :              : 235   
16:12:59 : heal       : sudo                      : Sniper                    : Prayer of Recovery        :              :              : 247   
16:12:59 : heal       : sudo                      : Sax                       : Prayer of Recovery        :              :              : 198   
16:12:59 : heal       : sudo                      : Bourbon                   : Prayer of Recovery        :              :              : 270   
16:12:59 : heal       : sudo                      : Saas                      : Prayer of Recovery        :              :              : 247   
16:12:59 : heal       : sudo                      : HuntyPet                  : Prayer of Recovery        :              :              : 261   
16:12:59 : heal       : sudo                      : lover                     : Prayer of Recovery        :              :              : 181   
16:12:59 : heal       : Drooley                   : BigBlackBen               : Prayer of Recovery        :              :              : 258   
16:12:59 : heal       : Drooley                   : PBAOE                     : Prayer of Recovery        :              :              : 309   
16:12:59 : heal       : Drooley                   : Vashtur                   : Prayer of Recovery        :              :              : 249   
16:12:59 : heal       : Drooley                   : Tupac                     : Prayer of Recovery        :              :              : 282   
16:12:59 : heal       : Drooley                   : AlbiThere                 : Prayer of Recovery        :              :              : 255   
16:12:59 : heal       : Drooley                   : Priest                    : Prayer of Recovery        :              :              : 233   
16:12:59 : heal       : Drooley                   : Long                      : Prayer of Recovery        :              :              : 321   
16:12:59 : heal       : Drooley                   : Drooley                   : Prayer of Recovery        :              :              : 255   
16:12:59 : heal       : Drooley                   : WillPowder                : Prayer of Recovery        :              :              : 208   
16:13:00 : heal       : Bourbon                   : YOU                       : Tend the Wounded          :              :              : 950   
16:13:00 : heal       : Bourbon                   : Bourbon                   : Divine Recovery           :              :              : 173   
16:13:00 : heal       : sudo                      : YOU                       : Tend the Wounded          :              :              : 1192  
16:13:00 : heal       : Long                      : BigBlackBen               : Tend the Wounded          :              :              : 983   
16:13:00 : heal       : Drooley                   : BigBlackBen               : Tend the Wounded          :              :              : 795   
16:13:00 : heal       : Long                      : Long                      : Divine Recovery           :              :              : 274   
16:13:00 : heal       : sudo                      : Sax                       : Divine Recovery           :              :              : 196   
16:13:00 : heal       : Long                      : BigBlackBen               : Tend the Wounded          :              :              : 1041  
16:13:00 : heal       : sudo                      : Miha                      : Prayer of Recovery        :              :              : 218   
16:13:00 : heal       : sudo                      : YOU                       : Prayer of Recovery        :              :              : 214   
16:13:00 : heal       : sudo                      : Dispel                    : Prayer of Recovery        :              :              : 224   
16:13:00 : heal       : sudo                      : sudo                      : Prayer of Recovery        :              :              : 172   
16:13:00 : heal       : sudo                      : Sniper                    : Prayer of Recovery        :              :              : 249   
16:13:00 : heal       : sudo                      : Sax                       : Prayer of Recovery        :              :              : 218   
16:13:00 : heal       : sudo                      : Saas                      : Prayer of Recovery        :              :              : 232   
16:13:00 : heal       : sudo                      : Bourbon                   : Prayer of Recovery        :              :              : 230   
16:13:00 : heal       : Drooley                   : BigBlackBen               : Prayer of Recovery        :              :              : 260   
16:13:00 : heal       : sudo                      : HuntyPet                  : Prayer of Recovery        :              :              : 216   
16:13:00 : heal       : Drooley                   : PBAOE                     : Prayer of Recovery        :              :              : 218   
16:13:00 : heal       : sudo                      : lover                     : Prayer of Recovery        :              :              : 159   
16:13:00 : heal       : Drooley                   : AlbiThere                 : Prayer of Recovery        :              :              : 291   
16:13:00 : heal       : Drooley                   : Tupac                     : Prayer of Recovery        :              :              : 228   
16:13:00 : heal       : Drooley                   : Priest                    : Prayer of Recovery        :              :              : 273   
16:13:00 : heal       : Drooley                   : Drooley                   : Prayer of Recovery        :              :              : 354   
16:13:00 : heal       : Drooley                   : Long                      : Prayer of Recovery        :              :              : 284   
16:13:00 : heal       : Drooley                   : WillPowder                : Prayer of Recovery        :              :              : 264   
16:13:01 : heal       : Bourbon                   : Bourbon                   : Divine Recovery           :              :              : 227   
16:13:01 : heal       : sudo                      : Sax                       : Divine Recovery           :              :              : 315   
16:13:01 : heal       : Long                      : Long                      : Divine Recovery           :              :              : 244   
16:13:01 : heal       : Long                      : Long                      : Tend the Wounded          :              :              : 811   
16:13:01 : heal       : Drooley                   : BigBlackBen               : Prayer of Recovery        :              :              : 294   
16:13:01 : heal       : Drooley                   : PBAOE                     : Prayer of Recovery        :              :              : 225   
16:13:01 : heal       : Drooley                   : Tupac                     : Prayer of Recovery        :              :              : 300   
16:13:01 : heal       : Drooley                   : AlbiThere                 : Prayer of Recovery        :              :              : 251   
16:13:01 : heal       : Drooley                   : Priest                    : Prayer of Recovery        :              :              : 272   
16:13:01 : heal       : Drooley                   : Drooley                   : Prayer of Recovery        :              :              : 225   
16:13:01 : heal       : Drooley                   : Long                      : Prayer of Recovery        :              :              : 305   
16:13:01 : heal       : Drooley                   : WillPowder                : Prayer of Recovery        :              :              : 336   
16:13:01 : heal       : sudo                      : Miha                      : Prayer of Recovery        :              :              : 252   
16:13:01 : heal       : sudo                      : sudo                      : Prayer of Recovery        :              :              : 268   
16:13:01 : heal       : sudo                      : Dispel                    : Prayer of Recovery        :              :              : 176   
16:13:01 : heal       : sudo                      : YOU                       : Prayer of Recovery        :              :              : 211   
16:13:01 : heal       : sudo                      : Sniper                    : Prayer of Recovery        :              :              : 221   
16:13:01 : heal       : sudo                      : Sax                       : Prayer of Recovery        :              :              : 294   
16:13:01 : heal       : sudo                      : Bourbon                   : Prayer of Recovery        :              :              : 234   
16:13:01 : heal       : sudo                      : Saas                      : Prayer of Recovery        :              :              : 230   
16:13:01 : heal       : sudo                      : lover                     : Prayer of Recovery        :              :              : 147   
16:13:01 : heal       : sudo                      : HuntyPet                  : Prayer of Recovery        :              :              : 218   
16:13:01 : heal       : sudo                      : YOU                       : Tend the Wounded          :              :              : 1005  
16:13:01 : heal       : Bourbon                   : Bourbon                   : Divine Recovery           :              :              : 236   
16:13:01 : heal       : Bourbon                   : YOU                       : Tend the Wounded          :              :              : 1037  
16:13:02 : heal       : sudo                      : Sax                       : Divine Recovery           :              :              : 273   
16:13:02 : heal       : Long                      : Long                      : Divine Recovery           :              :              : 234   
16:13:02 : heal       : sudo                      : Miha                      : Prayer of Recovery        :              :              : 262   
16:13:02 : heal       : sudo                      : YOU                       : Prayer of Recovery        :              :              : 259   
16:13:02 : heal       : sudo                      : sudo                      : Prayer of Recovery        :              :              : 200   
16:13:02 : heal       : sudo                      : Dispel                    : Prayer of Recovery        :              :              : 172   
16:13:02 : heal       : sudo                      : Sax                       : Prayer of Recovery        :              :              : 212   
16:13:02 : heal       : sudo                      : Sniper                    : Prayer of Recovery        :              :              : 226   
16:13:02 : heal       : sudo                      : Bourbon                   : Prayer of Recovery        :              :              : 274   
16:13:02 : heal       : sudo                      : Saas                      : Prayer of Recovery        :              :              : 244   
16:13:02 : heal       : sudo                      : lover                     : Prayer of Recovery        :              :              : 130   
16:13:02 : heal       : sudo                      : HuntyPet                  : Prayer of Recovery        :              :              : 287   
16:13:02 : heal       : Bourbon                   : Bourbon                   : Divine Recovery           :              :              : 207   
16:13:02 : heal       : Long                      : PBAOE                     : Prayer of Recovery        :              :              : 175   
16:13:02 : heal       : Long                      : Drooley                   : Prayer of Recovery        :              :              : 213   
16:13:02 : heal       : Long                      : WillPowder                : Prayer of Recovery        :              :              : 182   
16:13:02 : heal       : Long                      : Long                      : Prayer of Recovery        :              :              : 210   
16:13:02 : heal       : Drooley                   : BigBlackBen               : Prayer of Recovery        :              :              : 315   
16:13:02 : heal       : Drooley                   : PBAOE                     : Prayer of Recovery        :              :              : 247   
16:13:02 : heal       : Drooley                   : Tupac                     : Prayer of Recovery        :              :              : 268   
16:13:02 : heal       : Drooley                   : Priest                    : Prayer of Recovery        :              :              : 272   
16:13:02 : heal       : Drooley                   : Drooley                   : Prayer of Recovery        :              :              : 195   
